epoch,loss,accuracy,emb,L1,L2,L3,L4,L5,L6,L7,L8,scenario
131,0.0005394441815888,1.0,19.810907360417374,19.78313610028265,18.093849696313967,18.1160587248255,17.193456569873135,22.186132156566625,23.79560696405574,26.041772533201343,18.767077447721,prajjwal1_bert-medium_0_001
132,0.0005347764823829,1.0,19.810853968552557,19.78308697476413,18.09380032065136,18.115970465654883,17.193472412331726,22.186301309554302,23.7962475413616,26.040318890347507,18.767323255973217,prajjwal1_bert-medium_0_001
133,0.0005213372646415,1.0,19.81080817828847,19.78304030899576,18.093768455074567,18.115918769211067,17.193560740986808,22.186514279447184,23.79692784988598,26.038862134589525,18.767632128328135,prajjwal1_bert-medium_0_001
134,0.0005437103152073,1.0,19.810756690298057,19.78297503528699,18.093740327762124,18.115885805779683,17.193477776532617,22.18642971685024,23.79684838744895,26.03775808198856,18.76799230801386,prajjwal1_bert-medium_0_001
135,0.0005162033797491,1.0,19.81070520230764,19.78292187966936,18.093682627860314,18.11581511228245,17.19353953432733,22.18658205459678,23.797398523771918,26.036233148071062,18.76831713400252,prajjwal1_bert-medium_0_001
136,0.000536213374435,1.0,19.810663219792374,19.78288519187052,18.093770039320425,18.11609872008499,17.19399168365423,22.18723990574126,23.798921873443547,26.034234191116305,18.76857465733596,prajjwal1_bert-medium_0_001
137,0.0005265723893021,1.0,19.810628894465435,19.78289632328221,18.09406080402312,18.116900695911955,17.19503504852128,22.1887927446209,23.80162765419548,26.03154164020698,18.768846966964084,prajjwal1_bert-medium_0_001
138,0.000504714896924,1.0,19.810571667058003,19.78287135056459,18.0940227821225,18.1167315012336,17.194978001773467,22.18908706692833,23.802473975009605,26.03031838005358,18.76920080966637,prajjwal1_bert-medium_0_001
139,0.0004987328913179,1.0,19.810520165170693,19.782821794242373,18.093980215937712,18.11670565301169,17.195029753804857,22.18918276093697,23.80308666125021,26.028808649337574,18.76958458627725,prajjwal1_bert-medium_0_001
140,0.0005015284687116,1.0,19.81047821044922,19.782706019222623,18.093798639127247,18.116637405367715,17.19475920908221,22.1887226347932,23.80279000426468,26.027358508500896,18.76958334945373,prajjwal1_bert-medium_0_001
141,0.0007277015302515,1.0,19.810831066472065,19.784537532507613,18.098119294491404,18.116165049957665,17.195719901329834,22.19345840426308,23.80427096841114,26.052145007746685,18.77109071769784,prajjwal1_bert-medium_0_001
142,0.0005564666650565,1.0,19.810892101628315,19.784479151658022,18.09779432953381,18.116381591352173,17.193910345136576,22.19043962377885,23.801599721439548,26.05107946343761,18.77171246471301,prajjwal1_bert-medium_0_001
143,0.0004872610315511,1.0,19.81084824303243,19.78436469684316,18.097666617082552,18.1166662970093,17.193618023981813,22.18959602675585,23.801394241972265,26.04931162571864,18.772117614746094,prajjwal1_bert-medium_0_001
144,0.0050413457862099,0.9981785063752276,19.81069944899373,19.785554646142845,18.096998037536288,18.116319652897847,17.187877036617536,22.16688773844846,23.794887591363736,25.99286691912319,18.76717907570316,prajjwal1_bert-medium_0_001
145,0.0005565047880527,1.0,19.81018065016561,19.78638982164838,18.096471178509933,18.105075857026986,17.16852625167652,22.16638549082049,23.80559924738872,26.00614234354544,18.776502571036477,prajjwal1_bert-medium_0_001
146,0.000520998027319,1.0,19.810092919076943,19.786556598267268,18.096195283483286,18.10328721565844,17.165177684012658,22.16441145099577,23.80090334810629,26.01242793626907,18.77690958325329,prajjwal1_bert-medium_0_001
147,0.0004664682527666,1.0,19.810043334960938,19.786531292024208,18.096132733565646,18.10314545344785,17.165098374441456,22.1645118699482,23.801148864523743,26.011576779336007,18.77689517217473,prajjwal1_bert-medium_0_001
148,0.0004683738818348,1.0,19.80999375084493,19.786488406210868,18.096097880156748,18.10311321265493,17.16510779653525,22.16457436427827,23.8013281066561,26.01079910917577,18.77700056621503,prajjwal1_bert-medium_0_001
149,0.0004549658311681,1.0,19.80994415283203,19.786432929812012,18.096070670039275,18.10309274253081,17.165139620421364,22.16462107173732,23.80143694712599,26.009886694736167,18.77706617344924,prajjwal1_bert-medium_0_001
150,0.0004368415568341,1.0,19.809898376464844,19.78637957963787,18.0960686966804,18.1031622408952,17.165349741451077,22.16478606955384,23.80198961268357,26.00871121210261,18.777089631405467,prajjwal1_bert-medium_0_001
151,0.0008257966579675,1.0,19.80952834388163,19.78673891161309,18.09536741774373,18.094811653178898,17.156923526840348,22.157630267256163,23.770454893129557,26.03284382081857,18.778731007393592,prajjwal1_bert-medium_0_001
152,0.0005950983707031,1.0,19.80950927734375,19.78648040160021,18.09551644802962,18.096495456382875,17.16015473523861,22.16029979101296,23.77974051942808,26.02308482463677,18.780606782284373,prajjwal1_bert-medium_0_001
153,0.0005812427682763,1.0,19.80952453613281,19.785529590043865,18.095561585139706,18.09853799399565,17.164838669295737,22.16222102264237,23.794425352892155,26.01131004236218,18.780843779906117,prajjwal1_bert-medium_0_001
154,0.0004221034704458,1.0,19.809476855891216,19.78544247041852,18.09557350867433,18.098741124887937,17.165366501104636,22.16256071830708,23.79560679729302,26.009784052280786,18.781134864237355,prajjwal1_bert-medium_0_001
155,0.010829239941197,0.9963570127504554,19.80919647216797,19.79111565483941,18.10091950463467,18.106393171355588,17.152091841011533,22.137567391595336,23.74059698664208,26.06909207481287,18.778365532991447,prajjwal1_bert-medium_0_001
156,0.0010663975514293,1.0,19.808450695378315,19.79302223914308,18.10754803099919,18.108103017337985,17.167536167499147,22.17793073810515,23.842184792885146,26.008588057832423,18.77159195085258,prajjwal1_bert-medium_0_001
157,0.0007961572038488,1.0,19.80823516845703,19.792824291792076,18.106864012004248,18.108529374030557,17.16735018537344,22.177647991910007,23.825055356885567,26.017093846055328,18.77128038250032,prajjwal1_bert-medium_0_001
158,0.0134570085093038,0.9981785063752276,19.80792999267578,19.79406967579993,18.10369984222023,18.10339538907744,17.164561120538764,22.177192507328662,23.819201026457907,26.01688767174337,18.763710341601207,prajjwal1_bert-medium_0_001
159,0.0004695697992069,1.0,19.80784987708476,19.79400694522267,18.102891154193703,18.103148010476257,17.164873342045016,22.178203381258715,23.81962482612207,26.0136094501544,18.76404686877419,prajjwal1_bert-medium_0_001
160,0.0008163216141288,1.0,19.80775451660156,19.79336426948589,18.10278966518048,18.10473938544157,17.166427723479835,22.176282260804445,23.81180785132236,26.00499509939948,18.76411557501565,prajjwal1_bert-medium_0_001
161,0.000472863122926,1.0,19.80770494638245,19.79328361191602,18.102748850004268,18.10488273189802,17.166785915909788,22.17644425689197,23.81262726775067,26.00371861414397,18.76463827887085,prajjwal1_bert-medium_0_001
162,0.0004452466158402,1.0,19.807653430598247,19.79321055594689,18.10266827581576,18.10494728296832,17.167172722043453,22.176664522653937,23.81421758655208,26.002370754443447,18.765171599952684,prajjwal1_bert-medium_0_001
163,0.0004894660436654,1.0,19.80760002483653,19.79310110401369,18.10255147242589,18.105004565963327,17.167218401132384,22.176547691470287,23.814219379251337,26.001953792050887,18.76572088856515,prajjwal1_bert-medium_0_001
164,0.0004440680766887,1.0,19.80754661907481,19.79302230862755,18.10249211879376,18.105052260101814,17.167388276758523,22.176720541031635,23.81477104423259,26.001051466755964,18.766173857808763,prajjwal1_bert-medium_0_001
165,0.0011405251776665,1.0,19.807725902897847,19.79271595161035,18.102790915900894,18.107005287823565,17.16999561191691,22.179636831926302,23.83513092430129,25.97701300949347,18.768190449921377,prajjwal1_bert-medium_0_001
166,0.0005774410626107,1.0,19.807701110839844,19.79255503948052,18.10275115688859,18.10742651656243,17.170423441680185,22.17979381123527,23.835016636249147,25.97295892434042,18.768018378586067,prajjwal1_bert-medium_0_001
167,0.000475935510615,1.0,19.807647705078125,19.79248331761317,18.10269059422672,18.107299318296228,17.170095474993595,22.17947202866629,23.833839944585858,25.97330845900572,18.76808002520563,prajjwal1_bert-medium_0_001
168,0.0004789508697988,1.0,19.807596203190812,19.792437402277045,18.10257550015476,18.10689710050767,17.168917810547764,22.17837967724965,23.831296660209613,25.976256990693305,18.7685619555753,prajjwal1_bert-medium_0_001
169,0.0006300616230754,1.0,19.80750274658203,19.79245644102114,18.102035883780168,18.10516450531061,17.165533236032843,22.176100767375345,23.82981213845842,25.98121212262708,18.76912779538792,prajjwal1_bert-medium_0_001
170,0.000444455985476,1.0,19.80746269573497,19.792418266254696,18.102225020500697,18.10520245772676,17.16483462529973,22.17563911257329,23.83023399255749,25.98147660830416,18.76964248073557,prajjwal1_bert-medium_0_001
171,0.0004263064682077,1.0,19.80741501549337,19.792367125686617,18.10216893263853,18.105070284372687,17.164574878463327,22.175554841811103,23.83009790027945,25.98156090686013,18.769817387037158,prajjwal1_bert-medium_0_001
172,0.0004001629295719,1.0,19.80736351360606,19.792311649287768,18.102104951340863,18.104993128819977,17.164489273599372,22.17555930271392,23.83012431827399,25.981229299187444,18.769959357701147,prajjwal1_bert-medium_0_001
173,0.000597116677769,1.0,19.80731010784434,19.792157991336342,18.101800623270115,18.104743415540685,17.164014472336067,22.174465936824056,23.82475227953524,25.98350966823557,18.76939824283232,prajjwal1_bert-medium_0_001
174,0.0004399668205107,1.0,19.807296766826585,19.79213914714876,18.10175026092807,18.104663035908683,17.16392339209607,22.17456315949098,23.82476567614057,25.983521480595044,18.76968393516888,prajjwal1_bert-medium_0_001
175,0.0004040045272058,1.0,19.807296752929688,19.79214018941577,18.10174616134449,18.10464808285128,17.163934495713974,22.17466260566086,23.824978937868213,25.983303243779527,18.7699004487696,prajjwal1_bert-medium_0_001
176,0.00039797623262,1.0,19.807298656804097,19.792140550735,18.101745952891086,18.104654336453358,17.163976992414298,22.174739080265788,23.825128329473333,25.983097486374373,18.77011919977018,prajjwal1_bert-medium_0_001
177,0.0003941392157382,1.0,19.807296752929688,19.792141870939883,18.101747967940646,18.10465368329936,17.164018974929558,22.174839985609488,23.825390230328225,25.98288569771744,18.770337922976967,prajjwal1_bert-medium_0_001
178,0.0003969731714359,1.0,19.80729484905528,19.792143830401866,18.101743229099963,18.104643691432933,17.164031426546135,22.174913750320183,23.825555436598147,25.98267980134335,18.770552477115707,prajjwal1_bert-medium_0_001
179,0.0004049086604413,1.0,19.80729294518087,19.79214769373826,18.10174161706032,18.10462513908011,17.164014194398195,22.174964487878352,23.82569630940755,25.98254594646516,18.770707705416097,prajjwal1_bert-medium_0_001
180,0.0003889485102024,1.0,19.807292959077763,19.792151598765333,18.101742339698777,18.104615480739128,17.16399740695085,22.17503230471863,23.82591439335724,25.982429685054147,18.770883250974784,prajjwal1_bert-medium_0_001
181,0.0003937157609954,1.0,19.807291027409565,19.792153822268293,18.101733709727917,18.104591494700948,17.163984705190188,22.175089004044107,23.826100625627028,25.982356642981912,18.77106477219768,prajjwal1_bert-medium_0_001
182,0.0003971188934138,1.0,19.80729294518087,19.792161298796994,18.101746828395378,18.104627112438987,17.16412218715758,22.175270594751467,23.82654503438425,25.981882786707367,18.77120535317232,prajjwal1_bert-medium_0_001
183,0.0004000293277755,1.0,19.807291055203358,19.792159867416967,18.10174653656061,18.10464316335098,17.164165781712487,22.175354573678884,23.826758351699468,25.98171580163508,18.77136226299682,prajjwal1_bert-medium_0_001
184,0.0003758223116854,1.0,19.80729294518087,19.792161521147293,18.10174097780321,18.104634644555265,17.164165920681423,22.17539417982536,23.826826641034124,25.98162491595159,18.771504692258297,prajjwal1_bert-medium_0_001
185,0.0003917547698151,1.0,19.80728912353516,19.79216018704552,18.101739185103952,18.104633185381445,17.16417598203232,22.17545249119048,23.826914163669382,25.981470493671026,18.77168007105426,prajjwal1_bert-medium_0_001
186,0.0003732247051201,1.0,19.80728912353516,19.79216018704552,18.101737628651883,18.10463199024861,17.16420612439432,22.17552554715961,23.827060887070957,25.9812836916286,18.77180253047978,prajjwal1_bert-medium_0_001
187,0.0003869084772596,1.0,19.80728912353516,19.79216032601445,18.101734321191227,18.104630822909552,17.16422168891504,22.17558317757695,23.827223800353448,25.98111901344063,18.771920570693165,prajjwal1_bert-medium_0_001
188,0.0003804902716595,1.0,19.807291027409565,19.792157352079244,18.101742798296264,18.10468200516831,17.164328847860812,22.175669199347716,23.827497944371512,25.98084285437301,18.77204981180271,prajjwal1_bert-medium_0_001
189,0.0003851700044247,1.0,19.80728723355764,19.792160034179688,18.101735849849515,18.10467343078502,17.164269674888292,22.17573105442068,23.827420802715697,25.980914089849087,18.772184278144213,prajjwal1_bert-medium_0_001
190,0.0003924726199813,1.0,19.807287219660747,19.79215881125306,18.10173357075898,18.10467633523576,17.164276123046875,22.17579756495297,23.82750086271915,25.98079365937002,18.772275316693527,prajjwal1_bert-medium_0_001
191,0.0003759568078546,1.0,19.807287219660747,19.79216084019951,18.101743131821703,18.10469038499509,17.164300178569523,22.175852471579184,23.827580908825706,25.98070207884186,18.77236471540941,prajjwal1_bert-medium_0_001
192,0.0004567760468005,1.0,19.80728912353516,19.79212046972389,18.101869287820897,18.1051931884988,17.16488315325183,22.17613328610613,23.828985203810728,25.979760202988032,18.77254711213659,prajjwal1_bert-medium_0_001
193,0.0003703179135083,1.0,19.80728912353516,19.79211933017863,18.10187331792001,18.10520998984304,17.164915741467084,22.176173976210297,23.8291479642274,25.979634602864586,18.77261409516326,prajjwal1_bert-medium_0_001
194,0.0003813265217213,1.0,19.807287219660747,19.79212053920836,18.101871830952405,18.105201207006345,17.164904346014417,22.17618451005557,23.829184943861,25.979621678753627,18.772651102590647,prajjwal1_bert-medium_0_001
195,0.0003756020158335,1.0,19.80728912353516,19.79212180382567,18.10187010773761,18.105195175754567,17.16489956548305,22.17619889334034,23.82921233463809,25.97959724801485,18.772684482928835,prajjwal1_bert-medium_0_001
196,0.0003825995055593,1.0,19.80728912353516,19.79212080324934,18.101868648563794,18.10519664882528,17.164922676016943,22.176243029874097,23.829307167039325,25.97949996976036,18.772722129613324,prajjwal1_bert-medium_0_001
197,0.0003744352228607,1.0,19.80728912353516,19.792120678177294,18.1018667168956,18.105192493654123,17.164921897790904,22.17626035930029,23.8293320285818,25.979463254167733,18.77275166051201,prajjwal1_bert-medium_0_001
198,0.0003807108687281,1.0,19.80728912353516,19.792121108981,18.101867370049597,18.10519470326019,17.164928165289872,22.17627137953684,23.829362518366136,25.97943626640056,18.77276293089264,prajjwal1_bert-medium_0_001
199,0.0005359723381015,1.0,19.80728912353516,19.792108059798,18.10186827334767,18.105227249784765,17.164984280945824,22.1763231871558,23.829460602640456,25.979285512899875,18.772793545749018,prajjwal1_bert-medium_0_001
200,0.0003853471435899,1.0,19.807287219660747,19.792100485991043,18.10187295660078,18.105263062079317,17.165044329422635,22.17635658139088,23.82949886078826,25.97920799602793,18.77281869912625,prajjwal1_bert-medium_0_001
