epoch,loss,accuracy,emb,L1,L2,model
0,0.0,0.0,12.578866003206736,9.412113127161245,12.461404435621583,bert_uncased_L-2_H-128_A-2
1,1.1177105862369086,0.3406193078324226,12.578744898728337,9.412202650949167,12.460823496834175,bert_uncased_L-2_H-128_A-2
2,1.117117217546821,0.3369763205828779,12.578351977961528,9.41202249162184,12.458882017430929,bert_uncased_L-2_H-128_A-2
3,1.1168694791463771,0.3424408014571949,12.577906610318657,9.410588749119492,12.457325836348405,bert_uncased_L-2_H-128_A-2
4,1.1122371314436144,0.3333333333333333,12.577321050814158,9.408671505898509,12.449315625244584,bert_uncased_L-2_H-128_A-2
5,1.106944231170557,0.3497267759562841,12.57675266092158,9.40790047150492,12.445980780763051,bert_uncased_L-2_H-128_A-2
6,1.1101879578470533,0.3296903460837887,12.576057434082031,9.408280155480668,12.440317261631588,bert_uncased_L-2_H-128_A-2
7,1.1062830345661046,0.3333333333333333,12.575143824509585,9.40719338366677,12.42507623279898,bert_uncased_L-2_H-128_A-2
8,1.1048106532713535,0.3424408014571949,12.57493496809718,9.403050844786597,12.423986195215113,bert_uncased_L-2_H-128_A-2
9,1.0992546893642683,0.3570127504553734,12.574515344449514,9.395508041798744,12.3998314765416,bert_uncased_L-2_H-128_A-2
10,1.0952667985891815,0.3533697632058288,12.573937414339548,9.39432711158294,12.389507119990004,bert_uncased_L-2_H-128_A-2
11,1.0895725959854266,0.3679417122040073,12.572176935025686,9.39425399307779,12.381097150847776,bert_uncased_L-2_H-128_A-2
12,1.0947570053823223,0.3551912568306011,12.571194647005564,9.397068489227571,12.342455226432648,bert_uncased_L-2_H-128_A-2
13,1.0908202981688286,0.3752276867030965,12.570745471613872,9.3982244675711,12.322993203807616,bert_uncased_L-2_H-128_A-2
14,1.0877621045746655,0.3770491803278688,12.571643829345703,9.393675104082174,12.318079151091029,bert_uncased_L-2_H-128_A-2
15,1.0828698517412,0.3989071038251366,12.572518340008289,9.391450635288148,12.282482105526116,bert_uncased_L-2_H-128_A-2
16,1.080957561894193,0.4025500910746812,12.571966174738872,9.39136353650814,12.274891087266266,bert_uncased_L-2_H-128_A-2
17,1.0749741623310445,0.424408014571949,12.571993829556936,9.38919530149366,12.253963658067049,bert_uncased_L-2_H-128_A-2
18,1.07211858848405,0.4171220400728597,12.571542750290837,9.396287025215411,12.21325232639556,bert_uncased_L-2_H-128_A-2
19,1.0640002642172934,0.4426229508196721,12.57221412311269,9.383112110075404,12.181024186598147,bert_uncased_L-2_H-128_A-2
20,1.0585969032919906,0.4899817850637523,12.571553228548533,9.368547436100972,12.151276023878642,bert_uncased_L-2_H-128_A-2
21,1.044753992275245,0.4899817850637523,12.570384979248049,9.364797414977694,12.102151339171362,bert_uncased_L-2_H-128_A-2
22,1.0436177468690715,0.4990892531876138,12.57344722921514,9.352603446807583,12.008370265717495,bert_uncased_L-2_H-128_A-2
23,1.0314288217513288,0.5191256830601093,12.574447631835938,9.337468312303445,12.028184998447994,bert_uncased_L-2_H-128_A-2
24,1.0160152697172322,0.5573770491803278,12.574632641179097,9.320741552689904,11.994426101934714,bert_uncased_L-2_H-128_A-2
25,0.9939883363268632,0.5865209471766849,12.575360296419626,9.299391268815285,12.01215288200448,bert_uncased_L-2_H-128_A-2
26,0.97183928333345,0.5974499089253188,12.577136041471,9.293011191112749,11.919970430745888,bert_uncased_L-2_H-128_A-2
27,0.9527181998193808,0.6010928961748634,12.579898834228516,9.270767920655633,11.869123990418482,bert_uncased_L-2_H-128_A-2
28,0.928725912162732,0.6429872495446266,12.581398010253906,9.242961091421993,11.864627817289426,bert_uncased_L-2_H-128_A-2
29,0.9148027447403454,0.6593806921675774,12.583729742220408,9.228237499521947,11.797049670054395,bert_uncased_L-2_H-128_A-2
30,0.892509470220472,0.6666666666666666,12.5854864207339,9.199369385377087,11.77799859246704,bert_uncased_L-2_H-128_A-2
