epoch,loss,accuracy,emb,L1,L2,L3,L4,model
0,0.0,0.0,16.68888474205587,17.009224243719938,14.571486690222455,13.199910579049089,14.395773548897498,bert_uncased_L-4_H-256_A-4
1,1.104755546008737,0.3697632058287796,16.688873291015625,17.00918445691385,14.573560454154926,13.19809014158822,14.394702709871998,bert_uncased_L-4_H-256_A-4
2,1.1029999914065085,0.3551912568306011,16.68884086956309,17.0085196990133,14.576968097513056,13.189384738387089,14.388013370701524,bert_uncased_L-4_H-256_A-4
3,1.1008370782508226,0.3588342440801457,16.688879016535747,17.00741992665553,14.590214116108656,13.187658897080274,14.382299510073356,bert_uncased_L-4_H-256_A-4
4,1.0974319428476913,0.3533697632058288,16.68898200641347,17.006462555765456,14.584343901531726,13.18847501994482,14.36387996986264,bert_uncased_L-4_H-256_A-4
5,1.0896814323296746,0.4116575591985428,16.688915259633994,17.006492100561033,14.58607525990526,13.187256957229586,14.33810474833504,bert_uncased_L-4_H-256_A-4
6,1.094650674821683,0.3770491803278688,16.688943859440815,17.00589197711215,14.583654504439002,13.181131109296732,14.336299166653326,bert_uncased_L-4_H-256_A-4
7,1.0835615602781647,0.4153005464480874,16.688987731933594,17.00412012319096,14.5816956122282,13.163349783919982,14.304427280669222,bert_uncased_L-4_H-256_A-4
8,1.0807412000736034,0.4025500910746812,16.68909072181132,17.003964616952697,14.536825100146574,13.137044646049455,14.277621298756973,bert_uncased_L-4_H-256_A-4
9,1.075891430912122,0.4408014571948998,16.689062122004497,17.00349469349901,14.506725651753188,13.117524193935706,14.289542151279138,bert_uncased_L-4_H-256_A-4
10,1.066409406549075,0.4426229508196721,16.688636779785156,16.998872114226682,14.505049074933828,13.115652977225992,14.233390752517897,bert_uncased_L-4_H-256_A-4
11,1.051176233369796,0.4918032786885246,16.68805694580078,16.994872421514792,14.487516767991696,13.087767470729808,14.186883200278915,bert_uncased_L-4_H-256_A-4
12,1.0232920785636417,0.5409836065573771,16.68908501018809,16.99424696402906,14.45558526433448,12.995732917160284,14.140726669672842,bert_uncased_L-4_H-256_A-4
13,1.0115027349503314,0.5537340619307832,16.688749316828716,16.987706613453796,14.482678411654,13.05953807170708,14.107864352089026,bert_uncased_L-4_H-256_A-4
14,0.9700760850055188,0.6174863387978142,16.688388817514443,16.986158777455813,14.42941567676315,13.192029998167834,14.070234566221254,bert_uncased_L-4_H-256_A-4
15,0.9246449754972058,0.6557377049180327,16.686553955078125,16.98594729453054,14.44229381679403,13.32099194691698,13.923803722055014,bert_uncased_L-4_H-256_A-4
16,0.8617998678610408,0.6903460837887068,16.68524932861328,16.980204347704277,14.471754008086435,13.369671680888192,13.886807120345765,bert_uncased_L-4_H-256_A-4
17,0.7895208054335825,0.7285974499089253,16.68286513587382,16.974053485363125,14.468573787390426,13.44696025466224,13.853210907816235,bert_uncased_L-4_H-256_A-4
18,0.7212049485555764,0.7650273224043715,16.68273545006368,16.9755575044559,14.473412074243653,13.61578150959397,13.74084656095244,bert_uncased_L-4_H-256_A-4
19,0.6334349882190128,0.7959927140255009,16.683423999445903,16.971389075663136,14.523926879104586,13.818472495713086,13.658806667084685,bert_uncased_L-4_H-256_A-4
20,0.5414735651515655,0.848816029143898,16.683700575420332,16.976242927037084,14.494927355934797,13.7919079584285,13.653923493265454,bert_uncased_L-4_H-256_A-4
21,0.4389936128166421,0.8888888888888888,16.684116356576943,16.97529275473784,14.511512742450762,13.831999328835632,13.629921112338485,bert_uncased_L-4_H-256_A-4
22,0.379124518952083,0.8979963570127505,16.682916637761128,16.972275169386457,14.493141841367294,13.748800350668652,13.684963066504084,bert_uncased_L-4_H-256_A-4
23,0.3171214480326258,0.9234972677595628,16.680822375910747,16.971006549772667,14.519225851868454,13.882678645121812,13.62474760462026,bert_uncased_L-4_H-256_A-4
24,0.2625143706038567,0.9489981785063752,16.681047449997866,16.968687964267417,14.516641863491149,13.98705689199201,13.595349004359845,bert_uncased_L-4_H-256_A-4
25,0.2261502883907658,0.9508196721311476,16.680873877798057,16.96930094234279,14.540799194780638,13.946649283876402,13.61459146301603,bert_uncased_L-4_H-256_A-4
