model,bert-medium,bert-medium,bert_small,bert_small
35,18.161012937896672,17.95583058080668,21.124584177152705,20.67399911482912
36,18.154245164659287,17.97607691327492,21.069356463211697,20.889951265988923
37,18.13083688982632,17.971607863132622,21.2470329159596,20.82321157825247
38,18.12218863065125,17.97660368595231,20.998287902720858,20.91773993483272
39,18.12240097518393,17.98266436418679,21.157074502691327,20.762270187302928
40,18.12339160134015,17.99890981743988,21.04871672750171,21.05137777476065
41,18.12299930593355,17.928614604067285,21.19981059090036,21.1260102662844
42,18.132687469649184,17.96781671379252,21.14778056605049,20.99508426012768
43,18.13546259589968,17.932774339415825,21.17718491962481,20.801011770773776
44,18.11219595820526,17.906813972399533,21.1954416299344,20.98207109507893
45,18.109750299505848,17.920869299129734,21.13080427381728,21.158538215563595
46,18.111264977515937,17.91520990649143,21.166074853560094,21.139449739898897
47,18.107035207835267,17.891521029539195,21.16743674912305,21.07291192763624
48,18.1096954623641,17.95308870863832,21.22546192162241,21.081504066199223
49,18.109102829340813,17.93562469260193,21.22832126304752,20.865653070838384
50,18.10725009549945,17.92938859940617,21.189232358949862,20.908119371109663
51,18.107886976231644,17.890926275664768,21.08893275304353,21.023819575300205
52,18.10814581976997,17.930954397560228,21.03100684605444,21.344020803921342
53,18.108634601308133,17.937280462887603,21.330408287395763,21.218035728667097
54,18.11957415248961,17.927249182731146,21.19423990996592,21.000267601047906
55,18.109808652561654,17.932233462150514,21.314557129350952,21.136663927529305
56,18.09750955439221,17.963643762771493,21.380518400821096,21.253280786875056
57,18.106303925505536,17.945113187102745,21.357621990266395,21.20770131445704
58,18.100722835797864,17.929177415321025,21.446629397421805,21.24568460166899
59,18.098978998013965,17.930414266150528,21.48984045365686,21.27581053754139
60,18.117641956211223,17.88825622369699,21.35278987363388,21.303269128471303
61,18.069349751012137,17.896799449688007,21.379283522864725,21.253720698624864
62,18.06434620230141,17.892975595204444,21.38012552174497,21.116948866483924
63,18.065304254139274,17.89214834271939,21.37994418118169,21.093378936139786
64,18.084011807467768,17.862476292625274,21.31396409331775,21.269678759961188
65,18.107860474855737,17.935544574931306,21.348731786175502,21.28004237365445
66,18.116040644967057,17.928998009962786,21.35288363597432,21.223608978454823
67,18.11837439198312,17.93493887628555,21.197726501576017,21.205678120697648
68,18.112599760239675,17.886143170309353,21.51404767479401,21.018876320717222
69,18.117989864939982,17.85652701771804,21.44463666627533,20.97382760720676
70,18.11902557261872,17.900194241356896,21.4257303873698,21.088690536390686
71,18.11950473750658,17.842868448671002,21.52134546165258,21.422841648315007
72,18.11881087951104,17.87651301879994,21.41733557973837,21.150434906878107
73,18.11869677211852,17.94898327768945,21.33584872664433,21.15795395922492
74,18.11825842240686,17.967653624199354,21.324327243047552,21.10072338327172
75,18.118119356193613,17.951837678218656,21.46837811912995,20.98439816874753
76,18.117854940001,17.918237695532508,21.372263354247604,21.14441324369777
77,18.117854870516528,17.92250105480928,21.306681537454462,21.38939700637948
78,18.1181187447303,17.92173154849336,21.32431563914148,21.319916411781275
79,18.11817248401746,17.898528988843577,21.382911167943845,21.135077098191555
80,18.120853945205774,17.925712150714013,21.410134543052354,21.287684158833542
81,18.119697334553592,17.907286080944285,21.487446269050974,21.201254127456608
82,18.11956937195825,17.893389427008664,21.49763829243422,21.24264038574841
83,18.11890863025992,17.87511529649908,21.502568979732327,21.09388145531502
84,18.1187109191561,17.930009217941976,21.499403962237803,20.944002605322257
85,18.118435079717027,17.956280830365245,21.487509722266694,21.076650533740384
86,18.11836645685693,17.939185940631205,21.488897702298747,21.12426472803988
87,18.12166100729576,17.945639663937964,21.488151772643263,20.94051566090108
88,18.12243990038262,17.933506489060473,21.4917148249614,20.91429423747678
89,18.12260735794929,17.942780109088147,21.48778094793712,20.95825737412024
90,18.12285247135684,17.90979033907146,21.48771061575912,21.17902190789876
91,18.12293080814549,17.926558356542916,21.499544890634784,21.21983469906301
92,18.122894731809968,17.913585987157038,21.49933053105256,21.24177292928482
93,18.12270188461888,17.911916672022382,21.49789777522964,21.308278160018823
94,18.12241170358571,17.91745386101087,21.52591645565624,21.36032618396425
95,18.12243040880436,17.932858608599332,21.519454150034864,21.069224585563177
96,18.122129693925924,17.928247611161986,21.514366552912254,20.963727306933343
97,18.12189633729028,17.916447343449548,21.56483679043573,21.00443455744545
98,18.121630031120148,17.893396871675456,21.58535355253515,21.032676696777344
99,18.12149193768944,17.926001634359924,21.183991673648467,21.09507503124093
100,18.12078436346001,17.917577057745902,21.29026187139348,21.1497713190034
101,18.12037052786849,17.902563035716,21.214727947186468,21.155411744408543
102,18.12024041125466,17.924445864283147,21.23729508474659,21.11632323529841
103,18.11933833610382,17.92181197450653,21.24498987805865,21.01989420806257
104,18.119041442871094,17.924095937165323,21.25295542454676,21.051816517031085
105,18.11889017518536,17.934269214618322,21.264065518405268,21.02873540823085
106,18.119404332451047,17.882417682652566,21.27262967358088,20.88740785947029
107,18.11935416466552,17.876533479133244,21.277465375611907,20.954663562618403
108,18.118830140605432,17.88301814225296,21.287867561715547,21.00718497709132
109,18.11862100625516,17.850985284149374,21.2961421612182,21.08313736775828
110,18.11855438454772,17.885125984373843,21.29241470864996,20.975342569120286
111,18.118136630032232,17.92123960880076,21.260075136612024,20.93684661659673
112,18.1168482212421,17.88513273735331,21.278630115946783,20.953701465828225
113,18.1170784649736,17.904026219694206,21.287076230909005,20.89967551753101
114,18.11706098268158,17.900797473262312,21.371266682942707,20.84464428920944
115,18.11701713798259,17.901699772433204,21.3703762950793,20.94323064754423
116,18.11691246658075,17.877710429562608,21.369347007765363,20.94411344474377
117,18.116726095342027,17.888432877584165,21.337253966618107,20.966359223039905
118,18.116582762782475,17.891861896664203,21.27967566262612,21.0362651539526
119,18.116493461344845,17.873405213480154,21.29339373090011,20.871903268622063
120,18.116326504066343,17.877847921169025,21.3884382126327,20.88044570014491
121,18.11626243938731,17.87761095436939,21.3655755715292,20.84893945638065
122,18.11614620577008,17.87828240497894,21.362323726244096,20.635871078849554
123,18.116142342433687,17.890265304534875,21.364743522824703,20.70694268485485
124,18.116189161067886,17.892294770703817,21.3171480800719,20.78179777191568
125,18.11625435139529,17.879288146128186,21.30559562029952,20.75937885233728
126,18.116178001862405,17.88817862971285,21.317787490038707,20.840251196891305
127,18.11609954000171,17.892246910941072,21.32821744213556,20.878888718920848
128,18.11634687691221,17.892215637784826,21.33592493720828,20.963408579358457
129,18.11628089446188,17.892231303530487,21.33869193377608,20.965454529353053
130,18.116188730264188,17.912352485038664,21.329728145634107,21.008064520027
131,18.1160587248255,17.90232513694409,21.327451209118674,20.892008567711443
132,18.115970465654883,17.921675195421393,21.338270844006143,20.95802368380736
133,18.115918769211067,17.933753549217116,21.340469374248457,20.966630042239483
134,18.115885805779683,17.92856397199952,21.368008723024463,20.87277421685661
135,18.11581511228245,17.92981921087821,21.37005052410188,20.929918048552384
136,18.11609872008499,17.936788448192765,21.36981442977822,20.903115970285867
137,18.116900695911955,17.925479313204377,21.360357371401484,20.823639799375343
138,18.1167315012336,17.901150422692623,21.36130552865117,20.80349525605832
139,18.11670565301169,17.869896064229117,21.36647051757368,20.79468102613998
140,18.116637405367715,17.857648022032034,21.368041575280696,20.78485456737864
141,18.116165049957665,17.872417256195384,21.355423223776896,20.73342522996687
142,18.116381591352173,17.865874734403178,21.35450515330164,20.72832948888518
143,18.1166662970093,17.87550151081179,21.37547730270413,20.73835244518192
144,18.116319652897847,17.87522769846726,21.37603549922533,20.694877562009854
145,18.105075857026986,17.897608428016163,21.367595471102465,20.80417602083493
146,18.10328721565844,17.902607875944117,21.36274816516536,20.81802956931647
147,18.10314545344785,17.893690383219447,21.363879149945923,20.819517073465484
148,18.10311321265493,17.902399511387628,21.363635759753173,20.83153845472629
149,18.10309274253081,17.881068903480138,21.36371341559405,20.73681108803561
150,18.1031622408952,17.880897217796903,21.363179774883665,20.67616704902253
151,18.094811653178898,17.879357578757464,21.364351922262777,20.71135976538944
152,18.096495456382875,17.878880402005784,21.365665484430146,20.72084258055396
153,18.09853799399565,17.880404672530663,21.366553190193105,20.711228017010107
154,18.098741124887937,17.880295829002094,21.36802166103231,20.71955812969169
155,18.106393171355588,17.863165559044695,21.368309215552603,20.800791622532014
156,18.108103017337985,17.871366683151603,21.36929215672672,20.864720617989125
157,18.10852937403056,17.872319386605678,21.362857839448857,20.893381725389755
158,18.10339538907744,17.87891167238417,21.36134903982472,20.91608394370712
159,18.103148010476257,17.878641604595924,21.361153024141903,20.91506104371206
160,18.10473938544157,17.86002108318524,21.350483767539,20.91711511339361
161,18.10488273189802,17.8562109582784,21.366485637393804,20.922431293003505
162,18.10494728296832,17.847904821312884,21.371096640553848,20.91662284591344
163,18.105004565963327,17.850883071374398,21.370179945871044,20.93348715098291
164,18.10505226010181,17.874263753010755,21.36900132253956,20.9363237384801
165,18.107005287823565,17.872135029710666,21.36630433852121,20.81432000296853
166,18.10742651656243,17.859649447085708,21.36004431608162,20.840750013178173
167,18.107299318296228,17.861072721538616,21.359825370524533,20.875297346380744
168,18.10689710050767,17.853116554747768,21.36328184756642,20.81004061543527
169,18.10516450531061,17.848385780121966,21.36335224922889,20.74429020585637
170,18.10520245772676,17.85968485230981,21.35603860601484,20.74851272780236
171,18.105070284372687,17.85797836384269,21.34560166378056,20.75498641559428
172,18.104993128819977,17.856501351673703,21.34610015924728,20.797800101240803
173,18.104743415540685,17.84626067359656,21.346355167243,20.79843952311598
174,18.104663035908683,17.847506898317143,21.347453952921327,20.81687613625616
175,18.10464808285128,17.847981408322507,21.34937493440666,20.87038737612519
176,18.10465433645336,17.847011583523738,21.350839819847344,20.87186628973985
177,18.10465368329936,17.846107966257925,21.3513758786172,20.847309503532728
178,18.104643691432933,17.84893563821106,21.35292659127213,20.85975187792276
179,18.10462513908011,17.84515683785089,21.35346059330174,20.83493558674286
180,18.104615480739128,17.845499820316856,21.35450080357397,20.823732350750653
181,18.104591494700948,17.84545441896087,21.3552288896182,20.83844693467067
182,18.104627112438987,17.845413737190285,21.35636636424803,20.838475098011816
183,18.10464316335098,17.84489123825165,21.35703623620539,20.83796736618089
184,18.104634644555265,17.844041350368332,21.35710117638871,20.851982056975213
185,18.104633185381445,17.843903892096243,21.356554820020776,20.85744795216773
186,18.10463199024861,17.84386201028982,21.348819948067863,20.85522612747589
187,18.104630822909552,17.843902246213755,21.348488646126835,20.85733516129904
188,18.10468200516831,17.843904500447746,21.348434906839675,20.857823568941704
189,18.10467343078502,17.844078368140597,21.349239703736018,20.85626807248421
190,18.10467633523576,17.845999938031483,21.34959217064585,20.860095528464228
191,18.10469038499509,17.84628039224105,21.35183665791496,20.86278876584669
192,18.1051931884988,17.8459652106054,21.35193288000555,20.863748919523285
193,18.10520998984304,17.845090094190812,21.35291833651739,20.86625941394783
194,18.105201207006345,17.84551695416192,21.353367039414703,20.85940374808084
195,18.105195175754567,17.84581267271627,21.353446057151142,20.86302589654011
196,18.10519664882528,17.845880077507204,21.35363409601708,20.862983868895995
197,18.105192493654123,17.845824839746324,21.35369952259168,20.863098869552903
198,18.10519470326019,17.845933256873273,21.35381236536689,20.863206447765908
199,18.105227249784765,17.846409511375185,21.353858100043404,20.86292449351154
200,18.10526306207932,17.846240291043358,21.35396689882261,20.86293845503964
