epoch,loss,accuracy,emb,L1,L2,L3,L4,scenario,L5,L6,L7,L8,model,learning_rate
0,0.0,0.0,19.80352020263672,19.81568000469836,18.09794796843488,18.13232487154728,16.76179840237895,prajjwal1_bert-medium_0_01,21.61590501447421,22.79899448830205,29.281211918307072,16.272447617657736,bert-medium,01
1,1.0983937812723925,0.3630074640451484,19.803567886005307,19.813864929654788,18.08891416806982,18.10880298013789,16.754620604668727,prajjwal1_bert-medium_0_01,21.60351293325294,22.77737690099011,29.33134050714759,16.22690434215413,bert-medium,01
2,1.0785888447996783,0.4137993810304023,19.804182052959536,19.813583037902287,18.07655445864872,18.08455503232141,16.751649710382463,prajjwal1_bert-medium_0_01,21.63096806852409,22.80909394966152,29.239838490954043,16.281582287702104,bert-medium,01
3,1.0086687744672933,0.5122883670125614,19.80439185922576,19.81411887612821,18.0739945391369,18.051417520392164,16.826857885766632,prajjwal1_bert-medium_0_01,21.850801771724026,23.080532534405027,28.24786393064717,17.513074726609613,bert-medium,01
4,0.8343808492762609,0.637720735481522,19.804651260028745,19.81698862572696,18.07841401002065,18.05317847020809,16.96734144543117,prajjwal1_bert-medium_0_01,22.032921381863048,23.446873567457214,26.87064251707873,18.548688052760955,bert-medium,01
5,0.6743905295901191,0.7180047332969234,19.80513381888561,19.8101941269646,18.06689524238235,18.04572216001296,17.002421850110366,prajjwal1_bert-medium_0_01,22.07583402602069,23.589803066840485,26.48728270351008,18.69833132905125,bert-medium,01
6,0.5890281835030754,0.7636992535954852,19.80505371232643,19.80585991973849,18.050656740725767,18.02983931758984,17.004231959727864,prajjwal1_bert-medium_0_01,22.09060060871596,23.5838225229438,26.470200148866667,18.64590369793489,bert-medium,01
7,0.5073481037515598,0.8026579282723466,19.80401420627985,19.80238765631133,18.053801773546304,18.06106931004784,17.083483490595807,prajjwal1_bert-medium_0_01,22.169131400002257,23.68595069678303,26.14511421185557,18.704302837955872,bert-medium,01
8,0.4395619084464816,0.8301474604041508,19.803091049541568,19.80432225020232,18.07258929022236,18.07249937781475,17.028427222637493,prajjwal1_bert-medium_0_01,22.12590242695249,23.63348184776897,26.479382048099392,18.72053729504721,bert-medium,01
9,0.3759673338091137,0.8638266885126524,19.80426406790905,19.8063093345499,18.054187687850053,18.06497906848596,16.985130511453498,prajjwal1_bert-medium_0_01,22.106133358738536,23.697255188577188,26.26745759917808,18.71349689310721,bert-medium,01
