model,bert-medium,bert-medium,bert_small,bert_small,bert_tiny,bert_tiny
learning_rate,001,01,001,01,001,01
epoch,,,,,,
67,19.814430236816406,19.777256011268424,18.07071687180705,18.01218795984707,12.619156835726267,12.56377983127985
68,19.814962390559185,19.77753066808262,18.071310046809185,18.006454467773438,12.619227411099905,12.559506416147183
69,19.81501960406972,19.777431488731576,18.07053565631581,18.007349013934995,12.61956024169922,12.561362266714143
70,19.81493187298106,19.777816772460938,18.069921497004497,18.006025314678286,12.61986351360606,12.56445980089383
71,19.814914696420693,19.776464462627505,18.071722034113872,18.002828599758622,12.620987890413767,12.56836891139593
72,19.814842224121094,19.775989530387307,18.07147597571757,18.0082969672472,12.622212408236033,12.56720733642578
73,19.81475639690684,19.77666855066738,18.07118034710216,18.007228852012826,12.62195014606191,12.56472301500516
74,19.81459045410156,19.77492141654186,18.07106208453847,18.009544372558594,12.62322044719981,12.56403350830078
75,19.81447219153788,19.774015426982974,18.071353933198857,18.00689697265625,12.62392996699432,12.567337036132812
76,19.814386364323628,19.77153968776312,18.07269287109375,18.00773239205189,12.62500286276006,12.564989089618589
77,19.81429101773733,19.768350600849057,18.07274437298106,18.00122833390846,12.625097278254495,12.562278746864129
78,19.81420517662618,19.76825332572155,18.072366711003315,18.003673554161264,12.626143457242485,12.5594491956882
79,19.814123157160747,19.7758808132514,18.072380079814863,18.006010055889224,12.62740230734014,12.56146144884305
80,19.81418420621389,19.77769279514704,18.072265625,18.00636100664873,12.627779962369436,12.56285667454157
81,19.814081216336167,19.776966092887307,18.071727759634,18.006132126201724,12.627346983807117,12.566173553466797
82,19.81399345745372,19.77634811470814,18.071536996976924,18.0074501030653,12.628562927246094,12.56672096217718
83,19.81395531048106,19.776027680137823,18.071371081965435,18.002784729003906,12.62963676800059,12.568184852426482
84,19.813854224477744,19.775430678974057,18.071250915527344,18.00140190298128,12.629922863347064,12.570062636981868
85,19.813766479492188,19.77466773952093,18.07104301800059,17.99983596732311,12.629446985074514,12.568740844726562
86,19.81370925208476,19.774024963378903,18.07090568889903,17.99912643502064,12.631009100130564,12.565809250225165
87,19.813732154165244,19.772384643554688,18.070814136164653,18.0043907172472,12.631153106689451,12.565012931997346
88,19.81390380859375,19.77376174857311,18.070734006676734,18.004714965820312,12.632649419954785,12.563334465200471
89,19.81385230670644,19.77380943333063,18.07063674231913,18.001420974384214,12.63400173360967,12.5648193359375
90,19.813867565495503,19.77549552952204,18.07056044837382,18.00109100341797,12.634598730257515,12.56390952959795
91,19.81385993610097,19.770309446853258,18.070489879948628,18.001821518291568,12.63507270465566,12.566048621263269
92,19.81381795358571,19.771163940429688,18.07040597050568,18.00078964302845,12.634921075650686,12.568275451660156
93,19.81373023639394,19.7712287923666,18.070316293851924,18.0010967258111,12.637062072753906,12.56951236707492
94,19.81366347571757,19.77105140929098,18.070468895639443,18.005157472092055,12.638653753450876,12.569137573936652
95,19.813632958139443,19.772012710224057,18.07037926067637,18.002737045635318,12.638773919888967,12.564867019306089
96,19.81354904869649,19.772724153694725,18.07029151569081,18.003868103027344,12.638081548861033,12.566307067871094
97,19.81347465862559,19.771228789588736,18.06985283245372,18.005887985576724,12.63757133831309,12.562705040846108
98,19.813388817514443,19.77052688529186,18.07089043010997,18.005653381347656,12.637974737337595,12.560256958007812
99,19.81329345703125,19.77009963919811,18.07056044837382,17.999303818096255,12.638605114323628,12.562304496938753
100,19.813184741633403,19.771034240722656,18.07036400188731,17.999610900878906,12.64008331298828,12.56427955592718
101,19.813087463378903,19.76824569771595,18.069934838022256,17.998510362453935,12.640086175748342,12.567289352764226
102,19.813001636164653,19.76841735839844,18.06988525390625,17.9947528835639,12.640942571810251,12.56287574733343
103,19.812921520573628,19.771034240722656,18.06981087773224,17.99066543509655,12.641519543034564,12.563237190072966
104,19.81283570725627,19.77123260498047,18.06971168170644,17.990257263183594,12.6435546875,12.562274932861328
105,19.81274794837382,19.770498276104068,18.069622060640263,17.989772797325326,12.642438892024028,12.560053825552034
106,19.81261634479237,19.77271270751953,18.06965256432149,17.992935180664062,12.642889978238577,12.561480522329378
107,19.81253053147502,19.771812438964844,18.06957817425059,17.990213393817807,12.642711639404297,12.560832977294922
108,19.812423706054688,19.77258873020563,18.06947517047597,17.991283417442514,12.642422674349314,12.563156127929688
109,19.81233596106913,19.77338409423828,18.06939697265625,17.98785591090765,12.643252374478813,12.566174506967496
110,19.8122520238324,19.77447319065485,18.06929969440176,17.982858657489682,12.64306163961553,12.567814826097251
111,19.812160498891807,19.77458572596035,18.06910135793773,17.98149299586859,12.643569946289062,12.567534446889924
112,19.81206512451172,19.77406311035156,18.06903839111328,17.98192596435547,12.643265722445015,12.56387710571289
113,19.811996459960938,19.773956298828125,18.068994518620503,17.980087280273438,12.643360137939451,12.56418514338517
114,19.81191827603811,19.77291679417048,18.06955525827321,17.98211670060768,12.643143652132515,12.561752319335938
115,19.81183242103007,19.77440833871794,18.069614403451943,17.977951049804688,12.643260955810549,12.560080528432891
116,19.81174851158712,19.772071838378903,18.06950188030528,17.973114013671875,12.644839288541313,12.55998134769292
117,19.81166457435038,19.77088737522516,18.06927871009257,17.97112846409235,12.64464378704356,12.56142711656766
118,19.811578747136128,19.769758224834536,18.06883049358653,17.973365782302476,12.644269946711528,12.5587167738132
119,19.811502480984604,19.76839065482311,18.068754199641216,17.972145079177476,12.645586969205374,12.55648517591281
120,19.811422323702896,19.76730919057893,18.068574901921284,17.966283798565005,12.646138189486033,12.5566425320014
121,19.81136894573497,19.767490386268424,18.06844711998556,17.96574020455189,12.64625453427841,12.557386398662665
122,19.811315539973247,19.768266676120284,18.06838798870372,17.964521408428286,12.645755767822266,12.556076049804688
123,19.81127165358357,19.765470505107974,18.068344116210938,17.96447181528044,12.64568901409434,12.555549621582031
124,19.81122206946757,19.76519012451172,18.06831550250722,17.963289260517026,12.645909300701648,12.555006981069612
125,19.81117248535156,19.76419067521705,18.06829643596934,17.963354111065005,12.64540767843389,12.55548095703125
126,19.81112670898437,19.76190757786188,18.068262096745503,17.961753843825914,12.645751001187795,12.555321693246794
127,19.81108856201172,19.761157988807486,18.06825445345408,17.96106529270563,12.645550726107126,12.55795001966281
128,19.81105233281037,19.76111412083063,18.06830214759257,17.961584091533755,12.64602279663086,12.556999206542969
129,19.811006542546284,19.76043891872015,18.068277355534565,17.961076736102964,12.646162036555278,12.55550861341281
130,19.810958862304688,19.75970077584095,18.06812475374705,17.96350860595703,12.645763397216797,12.556421279559991
131,19.81090736041737,19.75965881347656,18.06801032672597,17.960784912109375,12.64554214477539,12.55581283569336
132,19.81085396855256,19.760324477802182,18.067979809147847,17.961570739746094,12.645574573176372,12.552059173583984
133,19.81080817828847,19.757480620643424,18.06793785442637,17.959091186523438,12.645457269498342,12.55269336683078
134,19.810756690298057,19.757246017803286,18.06793403278066,17.956930160869693,12.64520263671875,12.5542011257514
135,19.81070520230764,19.75740432669811,18.06788255868714,17.956197738994693,12.645244598388672,12.552566528320312
136,19.81066321979237,19.75699806178656,18.067832946777344,17.955270766864682,12.645527837923533,12.550227165395784
137,19.810628894465435,19.75718879526091,18.06769943932149,17.955162048339844,12.645555492741597,12.549813270395232
138,19.810571667058003,19.757888793945312,18.06764222581096,17.95441436767578,12.645787237337595,12.548249244516326
139,19.810520165170693,19.759288788536264,18.0676498413086,17.954246520996094,12.645269397395122,12.547466277381709
140,19.81047821044922,19.760477065692807,18.06760788658712,17.951383591045474,12.645899774381157,12.54627132433133
141,19.810831066472065,19.75970458845482,18.06743810823924,17.955739975322818,12.645721435546877,12.5452880859375
142,19.810892101628315,19.75928115636387,18.067367539814043,17.95453071559515,12.646089550358784,12.543175697153044
143,19.81084824303243,19.758522033691406,18.06737136145976,17.954000473369693,12.64617729534434,12.544011115854216
144,19.81069944899373,19.757741928447818,18.06732558509257,17.95429229875221,12.646416655437976,12.54320621473117
145,19.81018065016561,19.753328323017023,18.06724548339844,17.953708647987174,12.647090911865234,12.541173935283757
146,19.810092919076943,19.752593994140625,18.067182530470884,17.953214647121904,12.647541998079785,12.54021453857422
147,19.810043334960938,19.75184440647516,18.067125316960347,17.953052520057486,12.64726829876231,12.54092693346219
148,19.80999375084493,19.7515869140625,18.06707954059316,17.952930449744986,12.647055620704192,12.54151058214383
149,19.80994415283203,19.75183868408203,18.06701850543691,17.9539756781847,12.647263525179392,12.541155815298128
150,19.809898376464844,19.75142288138561,18.066978454589844,17.95415496826172,12.647356029850972,12.542405128305388
151,19.80952834388163,19.7518348686903,18.066940307617188,17.95256805419922,12.647353174039358,12.54220199584961
152,19.80950927734375,19.75287437473688,18.06689453125,17.949657442268943,12.647106177602744,12.542098045522737
153,19.80952453613281,19.75240898167048,18.066844947134,17.94911003147516,12.646714208773142,12.54126358101673
154,19.809476855891216,19.751880645057486,18.066793445246685,17.948984145770932,12.646577831608784,12.541533470327424
155,19.80919647216797,19.7514610297472,18.066724780695903,17.946878432880307,12.646559723956557,12.54228973388672
156,19.808450695378315,19.751447679348463,18.06667900432872,17.946090698242188,12.64656734640264,12.543499946420622
157,19.80823516845703,19.75101852625332,18.06662179081818,17.94556236301813,12.646790502718456,12.54386425035672
158,19.80792999267578,19.749744414588736,18.06657028893087,17.94500541721735,12.647102355957031,12.543279648174382
159,19.80784987708476,19.749542236328125,18.066520704814863,17.944478988994693,12.647470463820492,12.542777062330485
160,19.80775451660156,19.7486610405653,18.06646920292756,17.943937301982974,12.64788341695928,12.542096137826872
161,19.80770494638245,19.74813842773437,18.066129687922466,17.94349479710016,12.648098943880564,12.541297912597656
162,19.807653430598247,19.74785423313532,18.06596947063731,17.943023681640625,12.648075110708213,12.540876388897038
163,19.80760002483653,19.747314453125,18.06581306110097,17.942659377704526,12.648142816373342,12.54009342176242
164,19.80754661907481,19.746360780197524,18.06576157311056,17.94366455078125,12.647933959960938,12.539681433763269
165,19.807725902897847,19.746267320461747,18.065704345703125,17.9420127875597,12.647907264028523,12.539118766958284
166,19.807701110839844,19.74490928684625,18.065641406672466,17.94034958094082,12.647698400667672,12.538680076772737
167,19.807647705078125,19.743642807354068,18.065597534179688,17.939254762131117,12.647457115854287,12.537358283822966
168,19.80759620319081,19.74458694388561,18.06556129108144,17.938276291240786,12.647233007601267,12.535743713378906
169,19.80750274658203,19.743913650165464,18.065515514714253,17.940906523963736,12.647231103726858,12.536344527156544
170,19.80746269573497,19.74297523463812,18.0654525756836,17.939979553222656,12.64718723123408,12.536231994628906
171,19.80741501549337,19.742563247333432,18.06539347219554,17.93912887642689,12.647555352994436,12.535392761230469
172,19.80736351360606,19.74212265084095,18.065353393554688,17.93987655709095,12.647511480501658,12.534306526010466
173,19.80731010784434,19.741365432392023,18.06530571331309,17.939426421424674,12.64731693094111,12.533818244760466
174,19.807296766826585,19.7413291938097,18.065294262272847,17.939535141338443,12.647228240966797,12.533200263803437
175,19.807296752929688,19.7413311008111,18.06529045452403,17.93963622907982,12.64714813232422,12.533491134990788
176,19.807298656804097,19.74118232692328,18.06529237229533,17.93964958225641,12.647122381380564,12.53402996080594
177,19.807296752929688,19.74112892116156,18.06529235839844,17.93846893310547,12.6471071225915,12.535174369985628
178,19.80729484905528,19.74162864441996,18.06529998779297,17.938631057392026,12.646992681673533,12.534960746938753
179,19.80729294518087,19.741977690955924,18.06529998779297,17.938817978252505,12.646992681673533,12.535604477275944
180,19.807292959077763,19.741973876953125,18.06530380943868,17.93949508736439,12.64709758932256,12.53556346910672
181,19.807291027409565,19.741922378192807,18.06530571331309,17.93913459743109,12.647111889225972,12.534575462514924
182,19.80729294518087,19.7419471733778,18.06530571331309,17.939353941482164,12.647007940462595,12.534624099384212
183,19.80729105520336,19.74195289577093,18.065305727209985,17.939416885028745,12.647235870361328,12.534898757587335
184,19.80729294518087,19.74182128767357,18.06530571331309,17.940601348182486,12.64727592815684,12.534793853759766
185,19.80728912353516,19.741832733848764,18.06530571331309,17.94068717991266,12.647220611572266,12.534443854417564
186,19.80728912353516,19.741811752666568,18.065227529390263,17.94038200413141,12.64726829876231,12.53432846069336
187,19.80728912353516,19.7418251030653,18.06522751549337,17.93993568246794,12.647362707308298,12.534807204852962
188,19.807291027409565,19.74185371503096,18.065225597722065,17.939897536884214,12.647321690627134,12.534472465688753
189,19.80728723355764,19.741849899639224,18.065223693847656,17.93994712864313,12.647311212369436,12.534384727651643
190,19.807287219660747,19.741865158428286,18.06522370774455,17.939931869854068,12.64740943561269,12.534646987567806
191,19.807287219660747,19.74188041721735,18.065223693847656,17.940090180137826,12.647491455078123,12.534490585674382
192,19.80728912353516,19.74182891845703,18.065221789973247,17.940597534179688,12.647459978614348,12.53421974077959
193,19.80728912353516,19.74184608424749,18.065221789973247,17.940622329364682,12.647443774836528,12.534199714487029
194,19.807287219660747,19.741857529033755,18.065221789973247,17.940465927471255,12.647475244351858,12.533999443227817
195,19.80728912353516,19.74188041721735,18.06522370774455,17.940526959849645,12.64751434326172,12.533765793193911
196,19.80728912353516,19.74187469621315,18.065221789973247,17.940561294208432,12.64763641357422,12.533885002309846
197,19.80728912353516,19.74189567600641,18.065221789973247,17.94055938720703,12.647641180208687,12.53392601047907
198,19.80728912353516,19.741897584396742,18.065221789973247,17.940561294208432,12.647649768488872,12.533877372915317
199,19.80728912353516,19.74193000897627,18.065221789973247,17.94055748159456,12.647657397883403,12.53388214111328
200,19.807287219660747,19.7419471733778,18.065223693847656,17.94055748159456,12.647654535123342,12.533883094613982
