model,bert-medium,bert-medium,bert_small,bert_small,bert_tiny,bert_tiny
learning_rate,001,01,001,01,001,01
epoch,,,,,,
0,19.81544949057324,19.81568000469836,15.79521093038479,15.791346459880936,9.412113231387949,9.403916324745344
1,19.81553006476175,19.813864929654788,15.79599731389725,15.792619290951713,9.41177775343042,9.403136465342431
2,19.816349064283248,19.813583037902287,15.797049892404692,15.791893723448096,9.411483042009976,9.39873352411903
3,19.816464575262017,19.81411887612821,15.799966836453352,15.804361548598251,9.411173766645144,9.401276972305572
4,19.8167880810458,19.81698862572696,15.799274437631633,15.837119390854696,9.409640939292144,9.398899529771512
5,19.81574657836247,19.8101941269646,15.802938520365508,15.86725136996314,9.408609303403203,9.405344943107856
6,19.81431679647477,19.80585991973849,15.799970102223323,15.868193134201608,9.406664231652988,9.397887548158105
7,19.810954443092555,19.80238765631133,15.79365375567438,15.873998313138507,9.40729367059871,9.373762323451391
8,19.810140182411736,19.80432225020232,15.79509024976164,15.882425110652196,9.407549679170758,9.358181607412895
9,19.80871169293513,19.8063093345499,15.78807255479156,15.903037908232193,9.406933011470162,9.334560815827476
10,19.806777287050675,19.816966608402705,15.795520191852727,15.91159918754018,9.408772786458334,9.282900513184217
11,19.808697532000654,19.79498702972373,15.81677282225673,15.90589709640439,9.405667115647502,9.233861271462196
12,19.802919398240054,19.79127312157945,15.818207370778902,15.904503708955218,9.408114643479088,9.21167911242727
13,19.80601411135036,19.78767641415779,15.834403811039603,15.886811731943729,9.395808450945522,9.192810701668511
14,19.80801526401429,19.78631062058832,15.852188110351562,15.900809516677564,9.387191299966558,9.185910556000827
15,19.816719347010544,19.78543099292788,15.855696464496884,15.89010838734828,9.3769865817711,9.176360560357624
16,19.81415588434493,19.77509392724974,15.872522364548647,15.891826426160373,9.372776149617737,9.171201611832585
17,19.809583959249416,19.7589107578013,15.876767323533912,15.87746790565256,9.368098927760167,9.167415614035228
18,19.80383887230156,19.77043009628999,15.886877007823172,15.879566171098531,9.35474165063521,9.15409276473724
19,19.809476133252755,19.7725609196528,15.895301527012892,15.890092854939937,9.339993905934262,9.15106614309214
20,19.808838557675887,19.78064245963257,15.89523305701862,15.855714576786472,9.325656487859227,9.15375454630245
21,19.805250379774307,19.7899833663921,15.9040371281636,15.82447626741341,9.304287498765955,9.118091933262408
22,19.806086361299663,19.780127452584363,15.899306611719462,15.869294939331075,9.297598639038307,9.091479378711888
23,19.803095847096817,19.767996054148817,15.899033204236751,15.858574526092513,9.291138265085133,9.086877069728482
24,19.80337320129728,19.76359289764121,15.905408904417834,15.870820915462453,9.269491094926233,9.089512846367011
