epoch,loss,accuracy,emb,L1,L2,L3,L4,scenario,L5,L6,L7,L8,model,learning_rate
53,0.0027198946614069,1.0,19.81518745074941,19.804725674766445,18.10944424822031,18.108634601308133,17.181506103070923,prajjwal1_bert-medium_0_001,22.10005438132364,23.62911077058164,26.07160924692623,18.73740385573201,bert-medium,001
54,0.0037252805806452,1.0,19.81546404062073,19.80280088553229,18.109599073510783,18.11957415248961,17.208906052108237,prajjwal1_bert-medium_0_001,22.107206751088626,23.6395252971267,26.041765362404306,18.73587717080594,bert-medium,001
55,0.0078646307929888,0.9981785063752276,19.81513404498769,19.802955974863742,18.10572705155948,18.109808652561654,17.201779308214864,prajjwal1_bert-medium_0_001,22.102175019477887,23.63366374031442,26.06071880736637,18.735283231474664,bert-medium,001
56,0.01333319797318,0.994535519125683,19.815399169921875,19.786140191750448,18.09313542378188,18.09750955439221,17.153703116328337,prajjwal1_bert-medium_0_001,22.10931750855159,23.681770102356737,26.129097638017274,18.720867302899805,bert-medium,001
57,0.0050075234735438,1.0,19.81589698444081,19.783973443703573,18.093525537376195,18.106303925505536,17.16297729158662,prajjwal1_bert-medium_0_001,22.13094900996307,23.64291534701766,26.05145335935721,18.754407163526192,bert-medium,001
58,0.0034109150973031,1.0,19.815824512141216,19.78377419004458,18.09308720156143,18.100722835797864,17.15447551956594,prajjwal1_bert-medium_0_001,22.12725021278923,23.6478951320405,26.08843724540891,18.75285939701268,bert-medium,001
59,0.0033282502299897,1.0,19.81563185950663,19.78712359152205,18.092157541077,18.098978998013965,17.167866468863842,prajjwal1_bert-medium_0_001,22.120299876061942,23.6264691239932,26.14372206168531,18.750414210807648,bert-medium,001
60,0.017150154248226,0.9927140255009108,19.815649036067,19.78836697437724,18.095170818391395,18.117641956211223,17.233399174035355,prajjwal1_bert-medium_0_001,22.17916097449909,23.69019833201702,26.06807359928208,18.74052159599485,bert-medium,001
61,0.0212436077449613,0.9927140255009108,19.81380080481913,19.78864011781897,18.0828149792058,18.069349751012137,17.111352250007116,prajjwal1_bert-medium_0_001,22.09156096133595,23.65586174858941,26.2536432929812,18.703631124861253,bert-medium,001
62,0.0407875595628733,0.9872495446265938,19.816421508789062,19.794132267408248,18.091130088153,18.06434620230141,17.107890186414043,prajjwal1_bert-medium_0_001,22.08294321973901,23.59880563426756,26.183317062850424,18.68161579125132,bert-medium,001
63,0.0166900206549357,0.9963570127504554,19.81610488196757,19.787627617952385,18.07715973567441,18.065304254139274,17.13634030979622,prajjwal1_bert-medium_0_001,22.10420385475367,23.6212091914943,26.26138252855868,18.700912489482832,bert-medium,001
64,0.0068148318682381,0.9981785063752276,19.81627655029297,19.78809779155016,18.07867829091779,18.084011807467768,17.163660101551827,prajjwal1_bert-medium_0_001,22.138381693966835,23.709489777222792,26.17911344712332,18.705573410284323,bert-medium,001
65,0.0199935963555054,0.994535519125683,19.81468010296153,19.785009290351244,18.09608417781976,18.107860474855737,17.19274994063247,prajjwal1_bert-medium_0_001,22.176194488025104,23.69875683115697,26.291161987082337,18.700211418999565,bert-medium,001
66,0.0129709857785718,0.9963570127504554,19.814580920832626,19.786683810430365,18.09828639073884,18.116040644967057,17.213206334626523,prajjwal1_bert-medium_0_001,22.17388172531823,23.656770799980787,26.28919716089801,18.684766258698343,bert-medium,001
67,0.0097891149265464,0.9981785063752276,19.814430236816406,19.78728475379597,18.101614335412755,18.11837439198312,17.208268768366136,prajjwal1_bert-medium_0_001,22.17908690405673,23.70438334980949,26.26183595639977,18.69614233909844,bert-medium,001
68,0.0038370793212021,0.9981785063752276,19.814962390559185,19.78755942589598,18.09922368061781,18.112599760239675,17.192840048089923,prajjwal1_bert-medium_0_001,22.168975357583747,23.70713211365302,26.259241184033115,18.70008782002878,bert-medium,001
69,0.0036119008055109,1.0,19.81501960406972,19.78807704348816,18.10273143719672,18.117989864939982,17.18200333392034,prajjwal1_bert-medium_0_001,22.15889631594465,23.683005536188844,26.280062371481527,18.702607841005307,bert-medium,001
70,0.0021433028795812,1.0,19.81493187298106,19.787840893576924,18.10303457013462,18.11902557261872,17.183106511017012,prajjwal1_bert-medium_0_001,22.160702286739383,23.6860924670388,26.27192448961713,18.7060127883661,bert-medium,001
71,0.0020805966695991,1.0,19.814914696420693,19.78755716070234,18.10327394412515,18.11950473750658,17.185616025942053,prajjwal1_bert-medium_0_001,22.16530017123196,23.69938203849862,26.249269912803108,18.70922163666272,bert-medium,001
72,0.0020269029616854,1.0,19.814842224121094,19.787378988630785,18.103214104101745,18.11881087951104,17.18544387122538,prajjwal1_bert-medium_0_001,22.166891490609704,23.705620576340863,26.239269319127818,18.71248854618037,bert-medium,001
73,0.0016850255841545,1.0,19.81475639690684,19.787281932726582,18.10320530736816,18.11869677211852,17.185834915911563,prajjwal1_bert-medium_0_001,22.16779367693569,23.70850248632101,26.23241904003373,18.71497050356561,bert-medium,001
74,0.0017764495754824,1.0,19.81459045410156,19.78704517135203,18.10272800466402,18.11825842240686,17.185482532383098,prajjwal1_bert-medium_0_001,22.16738421886562,23.707889021854367,26.225519565936647,18.71790483262804,bert-medium,001
75,0.0016097560629268,1.0,19.81447219153788,19.786840873120696,18.102507460964183,18.118119356193613,17.186010711614333,prajjwal1_bert-medium_0_001,22.16854893140671,23.71155734314076,26.217947426606614,18.72010008320348,bert-medium,001
76,0.0015958036429236,1.0,19.814386364323628,19.78678511878397,18.10243311258396,18.117854940001,17.186019883564043,prajjwal1_bert-medium_0_001,22.169251822383025,23.7149818573276,26.21251829942936,18.72224191412031,bert-medium,001
77,0.001583214744693,1.0,19.81429101773733,19.786820958872312,18.10225790055072,18.117854870516528,17.18627123667677,prajjwal1_bert-medium_0_001,22.17032746973368,23.719397942659416,26.20855585039205,18.724356632197924,bert-medium,001
78,0.0015175872241046,1.0,19.81420517662618,19.786825656022312,18.10237104905759,18.1181187447303,17.186974336106488,prajjwal1_bert-medium_0_001,22.171300988814,23.72259577071949,26.201853017337985,18.726708375691064,bert-medium,001
79,0.0014332084738834,1.0,19.814123157160747,19.78674248311472,18.102362752612173,18.11817248401746,17.1875707629817,prajjwal1_bert-medium_0_001,22.17251788419018,23.72585228536081,26.195374243897817,18.72839247072981,bert-medium,001
80,0.0017762896850813,1.0,19.81418420621389,19.78620179667933,18.103468403355887,18.120853945205774,17.190310938545046,prajjwal1_bert-medium_0_001,22.174854827491743,23.739923140173183,26.17740121087524,18.72973438255991,bert-medium,001
81,0.0013387088637581,1.0,19.814081216336167,19.7859508882672,18.1029178918168,18.119697334553592,17.188589196821813,prajjwal1_bert-medium_0_001,22.17419279338232,23.73916746879536,26.17608762091409,18.731387070619345,bert-medium,001
82,0.0013344441549021,1.0,19.81399345745372,19.785885183754733,18.102910053968863,18.11956937195825,17.18880508506233,prajjwal1_bert-medium_0_001,22.17427516027009,23.74003193895239,26.17185368216537,18.733215151371635,bert-medium,001
83,0.0013462789083164,1.0,19.81395531048106,19.785516610345336,18.10228634749171,18.11890863025992,17.188116299432917,prajjwal1_bert-medium_0_001,22.1745009014081,23.74263352079687,26.166164405141807,18.73495226305908,bert-medium,001
84,0.0012760819411982,1.0,19.813854224477744,19.785479783577564,18.10239185270716,18.1187109191561,17.188014838213476,prajjwal1_bert-medium_0_001,22.173786837329413,23.741264176499,26.16279123997645,18.736448472097702,bert-medium,001
85,0.0011958590889339,1.0,19.813766479492188,19.785404726455774,18.10230556689542,18.118435079717027,17.18788019121236,prajjwal1_bert-medium_0_001,22.174084828416724,23.74224881309412,26.159482611984505,18.737897362213968,bert-medium,001
86,0.0012408789083571,1.0,19.81370925208476,19.78540047400636,18.1024984418803,18.11836645685693,17.189020139489234,prajjwal1_bert-medium_0_001,22.17560154927016,23.745868814881817,26.15305185231137,18.73916817753693,bert-medium,001
87,0.0013183272131574,1.0,19.813732154165244,19.785633441528987,18.103037780317017,18.12166100729576,17.192430173113046,prajjwal1_bert-medium_0_001,22.177796452423262,23.757046906240216,26.14329100784274,18.740458031603985,bert-medium,001
88,0.0014902212761362,1.0,19.81390380859375,19.785850608283702,18.09900946000452,18.12243990038262,17.198283294510972,prajjwal1_bert-medium_0_001,22.18207329088221,23.75489401339616,26.151436699761284,18.74331603892731,bert-medium,001
89,0.0011762259091218,1.0,19.81385230670644,19.7862305076613,18.09876388799949,18.12260735794929,17.19742668999566,prajjwal1_bert-medium_0_001,22.17836099982479,23.74691747446529,26.15706541412298,18.74403870518308,bert-medium,001
90,0.0012860226408639,1.0,19.813867565495503,19.785923942190703,18.098175521322503,18.12285247135684,17.199241096204748,prajjwal1_bert-medium_0_001,22.18002404106988,23.752168971549835,26.14563396849919,18.745679344635843,bert-medium,001
91,0.0011396050910789,1.0,19.81385993610097,19.78558392689745,18.09772292729501,18.12293080814549,17.200714903451054,prajjwal1_bert-medium_0_001,22.18245737322476,23.75868894927923,26.135882268186474,18.74691344436618,bert-medium,001
92,0.0010643724397924,1.0,19.81381795358571,19.78534995879849,18.097393946135195,18.122894731809968,17.2013510198541,prajjwal1_bert-medium_0_001,22.18382621723446,23.76319204306125,26.128867116347905,18.74778855954363,bert-medium,001
93,0.0009892105941494,1.0,19.81373023639394,19.78525978185657,18.09729715427197,18.12270188461888,17.20134835165055,prajjwal1_bert-medium_0_001,22.184093801918795,23.764469570583767,26.12561713324653,18.74856035131792,bert-medium,001
94,0.0010396304193846,1.0,19.81366347571757,19.785004662685708,18.097048622228627,18.12241170358571,17.200636524971717,prajjwal1_bert-medium_0_001,22.18241145788864,23.76235697873086,26.123052211407103,18.74873352050781,bert-medium,001
95,0.0010488548712382,1.0,19.813632958139443,19.78552867284889,18.09780694791311,18.12243040880436,17.200770699478454,prajjwal1_bert-medium_0_001,22.18548540904005,23.769669426812065,26.110546313565504,18.749944704260766,bert-medium,001
96,0.0010317007542201,1.0,19.81354904869649,19.7855568835427,18.09763509892809,18.122129693925924,17.200294008237634,prajjwal1_bert-medium_0_001,22.185259501139324,23.769497591723944,26.107895842449697,18.75077130538301,bert-medium,001
97,0.0009379698517469,1.0,19.81347465862559,19.78550292190524,18.09740252051849,18.12189633729028,17.199761326412904,prajjwal1_bert-medium_0_001,22.18468464224282,23.76882057676333,26.105393901331613,18.751484049256817,bert-medium,001
98,0.0009211477734918,1.0,19.813388817514443,19.785393358796888,18.09725084982283,18.121630031120148,17.199516046242636,prajjwal1_bert-medium_0_001,22.18451491948251,23.76889357714488,26.10334791728925,18.7523045913335,bert-medium,001
99,0.0009220904441217,1.0,19.81329345703125,19.78526652184992,18.097137062058856,18.12149193768944,17.19956093320864,prajjwal1_bert-medium_0_001,22.18479149545694,23.769986067530454,26.100717096380848,18.752913511515967,bert-medium,001
100,0.000933901114832,1.0,19.813184741633403,19.78511240530101,18.096553309150515,18.12078436346001,17.199209717019226,prajjwal1_bert-medium_0_001,22.184643952138654,23.7705676803172,26.098055730100537,18.75347300044826,bert-medium,001
101,0.0008595536165244,1.0,19.813087463378903,19.78500858160968,18.09620000842708,18.12037052786849,17.199134173506163,prajjwal1_bert-medium_0_001,22.184673260687045,23.771293112054767,26.095541059428008,18.75395871077296,bert-medium,001
102,0.0008657318540977,1.0,19.813001636164653,19.78495381395239,18.096050019255536,18.12024041125466,17.198834612069884,prajjwal1_bert-medium_0_001,22.184276587759,23.77137756347656,26.09340091003529,18.754564087247587,bert-medium,001
103,0.0009245111618465,1.0,19.812921520573628,19.784859676395826,18.09567238507158,18.11933833610382,17.197944613319493,prajjwal1_bert-medium_0_001,22.18398147332864,23.770701938205296,26.09251406587973,18.75571898858187,bert-medium,001
104,0.000805707131101,1.0,19.81283570725627,19.784784647067823,18.09555352494148,18.119041442871094,17.197733964207828,prajjwal1_bert-medium_0_001,22.18410236240519,23.771287539400472,26.090586538957552,18.756423366525784,bert-medium,001
105,0.0008057949602059,1.0,19.81274794837382,19.78468850835859,18.095465043420567,18.11889017518536,17.197671789506312,prajjwal1_bert-medium_0_001,22.184220527690616,23.77221417036213,26.08833332443932,18.757033287284585,bert-medium,001
106,0.0008443097459052,1.0,19.81261634479237,19.78455782197212,18.095762589807286,18.119404332451047,17.198417149389158,prajjwal1_bert-medium_0_001,22.18664645280126,23.777529092868605,26.081608589881103,18.757441063830544,bert-medium,001
107,0.0007701754380858,1.0,19.81253053147502,19.7844853913632,18.09575757302873,18.11935416466552,17.19850948034957,prajjwal1_bert-medium_0_001,22.18702386463492,23.778696723757328,26.079088082513305,18.75791355820953,bert-medium,001
108,0.0007673920123101,1.0,19.812423706054688,19.78438805752113,18.095570743192525,18.118830140605432,17.19801933691584,prajjwal1_bert-medium_0_001,22.18694354059049,23.778289530880897,26.078315165090647,18.758340109458604,bert-medium,001
109,0.0007716088671532,1.0,19.81233596106913,19.784295657076253,18.09538670663191,18.11862100625516,17.197671886784565,prajjwal1_bert-medium_0_001,22.186835144821195,23.778529168912403,26.07705966414433,18.75878651936849,bert-medium,001
110,0.0007498598864721,1.0,19.8122520238324,19.78421429076481,18.095321210572845,18.11855438454772,17.19774285821967,prajjwal1_bert-medium_0_001,22.1870360939012,23.77927115185013,26.075044586793105,18.759170726783072,bert-medium,001
111,0.0008199702751549,1.0,19.812160498891807,19.78423691490743,18.09524088652842,18.118136630032232,17.197078892442047,prajjwal1_bert-medium_0_001,22.186826639922373,23.78031287688375,26.07415613059789,18.75943457320305,bert-medium,001
112,0.0007447247443897,1.0,19.81206512451172,19.78450643125996,18.09497089768151,18.1168482212421,17.194484675951127,prajjwal1_bert-medium_0_001,22.185535034846737,23.781896900392404,26.07561321988132,18.75996143222941,bert-medium,001
113,0.0007620003192731,1.0,19.811996459960938,19.78434008544477,18.09490833386697,18.1170784649736,17.193832425254726,prajjwal1_bert-medium_0_001,22.18518277639032,23.78408404907893,26.07155774503892,18.76084092492832,bert-medium,001
114,0.0006933975250176,1.0,19.81191827603811,19.78423731791734,18.09487103460482,18.11706098268158,17.19374936352228,prajjwal1_bert-medium_0_001,22.185254178629112,23.78529381534875,26.069243439776866,18.761381514085446,bert-medium,001
115,0.0006785940645874,1.0,19.81183242103007,19.784158981128687,18.09485410818854,18.11701713798259,17.19384319534719,prajjwal1_bert-medium_0_001,22.18542991874431,23.785967092045016,26.0674922644332,18.76167398810604,bert-medium,001
116,0.0006887034461316,1.0,19.81174851158712,19.78406278683188,18.09478768103761,18.11691246658075,17.193855077191127,prajjwal1_bert-medium_0_001,22.18566390074016,23.7869505335073,26.06586849580914,18.76195082812144,bert-medium,001
117,0.0006753840630675,1.0,19.81166457435038,19.78398797985417,18.094702090070548,18.116726095342027,17.193708534449176,prajjwal1_bert-medium_0_001,22.185675004358067,23.787471792085576,26.06471875022235,18.762381242706912,bert-medium,001
118,0.0006483527189222,1.0,19.811578747136128,19.783892994587102,18.0945944586304,18.116582762782475,17.193588173454575,prajjwal1_bert-medium_0_001,22.185713790587823,23.78788181992828,26.06313361496222,18.762634027199667,bert-medium,001
119,0.000686002494886,1.0,19.811502480984604,19.78374957864619,18.09446948386715,18.116493461344845,17.193458821169884,prajjwal1_bert-medium_0_001,22.18541614692285,23.78822051501665,26.06124405435309,18.76274548028553,bert-medium,001
120,0.0006634509095494,1.0,19.811422323702896,19.783681622836976,18.09431240727993,18.116326504066343,17.193043971105133,prajjwal1_bert-medium_0_001,22.18463118089353,23.78714025389736,26.06025834769716,18.7628612136146,bert-medium,001
121,0.0006370792222227,1.0,19.81136894573497,19.78362753612748,18.09424181106095,18.11626243938731,17.193089803059895,prajjwal1_bert-medium_0_001,22.184845373713035,23.788033407242573,26.05827509423205,18.763322882313545,bert-medium,001
