epoch,loss,accuracy,emb,L1,L2,L3,L4,L5,L6,L7,L8,model
37,0.0206109128439773,0.9943564536683052,19.81578,19.730679,17.99116,17.96334,16.999243,21.993717,23.355656,26.587086,18.753452,bert_uncased_L-8_H-512_A-8
38,0.0140795249013764,0.9956308028399782,19.813616,19.735418,18.012354,17.984047,16.966415,22.065887,23.415096,26.40842,18.714945,bert_uncased_L-8_H-512_A-8
39,0.0251079865791657,0.9925359548516294,19.813475,19.733543,17.976435,17.935072,16.909317,22.0071,23.44234,26.383028,18.717682,bert_uncased_L-8_H-512_A-8
40,0.0264620266622864,0.9925359548516294,19.808632,19.723522,17.980822,17.97113,16.938408,22.031029,23.412153,26.406118,18.68538,bert_uncased_L-8_H-512_A-8
41,0.0160016762598595,0.9943564536683052,19.810545,19.732584,17.985003,18.021852,16.925735,22.045183,23.461123,26.320581,18.709593,bert_uncased_L-8_H-512_A-8
42,0.0132476564299508,0.995266703076643,19.809914,19.72104,17.986792,18.014004,16.911802,22.013153,23.437843,26.326948,18.732443,bert_uncased_L-8_H-512_A-8
43,0.0150321962688799,0.9950846531949754,19.812353,19.703714,17.927078,17.925758,16.788153,21.91911,23.412691,26.554726,18.659687,bert_uncased_L-8_H-512_A-8
44,0.0211327540113112,0.992718004733297,19.81153,19.692698,17.933275,17.952301,16.885025,22.006132,23.450792,26.464867,18.65852,bert_uncased_L-8_H-512_A-8
45,0.0170763482806687,0.9941744037866376,19.812643,19.685783,17.91176,17.917597,16.820004,21.939526,23.40969,26.474329,18.682676,bert_uncased_L-8_H-512_A-8
46,0.0117714418264465,0.9956308028399782,19.814907,19.6782,17.88244,17.882383,16.815985,21.934235,23.428684,26.411112,18.686546,bert_uncased_L-8_H-512_A-8
47,0.0068814489190708,0.9972692517749864,19.81799,19.678358,17.873966,17.891344,16.857449,21.980051,23.487474,26.285969,18.710882,bert_uncased_L-8_H-512_A-8
48,0.0278736401955267,0.9916257054432914,19.820429,19.68576,17.929869,17.958982,16.90504,21.960093,23.46882,26.477219,18.629757,bert_uncased_L-8_H-512_A-8
49,0.0077472027648875,0.997451301656654,19.8187,19.687738,17.966043,18.033596,17.048986,22.082125,23.543507,26.332882,18.68969,bert_uncased_L-8_H-512_A-8
50,0.00834843474922,0.9972692517749864,19.817503,19.684427,17.964216,17.996988,16.992496,22.067156,23.532726,26.369814,18.70074,bert_uncased_L-8_H-512_A-8
51,0.0092802136255206,0.9976333515383216,19.814592,19.682241,17.967848,18.00036,16.97694,22.076685,23.582287,26.4008,18.689722,bert_uncased_L-8_H-512_A-8
52,0.0166251968230252,0.9945385035499726,19.816866,19.677414,17.946016,17.959406,17.001772,22.041073,23.536434,26.367365,18.654823,bert_uncased_L-8_H-512_A-8
53,0.0165876060633211,0.9943564536683052,19.812994,19.678232,17.952255,17.999014,16.98184,22.033371,23.528557,26.395082,18.675817,bert_uncased_L-8_H-512_A-8
54,0.0097643359949201,0.9970872018933188,19.814941,19.670954,17.928673,17.9473,16.874952,21.948223,23.432663,26.412798,18.711477,bert_uncased_L-8_H-512_A-8
55,0.0064410436551798,0.9979974513016566,19.811975,19.66141,17.943525,17.959017,16.88849,21.962421,23.450226,26.463755,18.700195,bert_uncased_L-8_H-512_A-8
56,0.0119937154227513,0.9969051520116512,19.810205,19.671635,17.94919,17.960709,16.842897,21.938984,23.450089,26.48207,18.691238,bert_uncased_L-8_H-512_A-8
57,0.017823045357145,0.9958128527216458,19.807138,19.675087,17.954212,17.958994,16.909025,21.958284,23.455486,26.555807,18.645733,bert_uncased_L-8_H-512_A-8
58,0.0064594587567482,0.9970872018933188,19.806145,19.65948,17.941555,17.944921,16.891863,22.001295,23.556955,26.32629,18.724876,bert_uncased_L-8_H-512_A-8
59,0.0084347632539215,0.9972692517749864,19.802597,19.65965,17.948475,17.939932,16.882988,22.018717,23.569885,26.360098,18.712025,bert_uncased_L-8_H-512_A-8
60,0.0088922575897091,0.997451301656654,19.804235,19.661911,17.928198,17.89056,16.813364,21.932325,23.504292,26.413404,18.63248,bert_uncased_L-8_H-512_A-8
61,0.0073908164003403,0.9979974513016566,19.802738,19.654144,17.913383,17.905025,16.901205,22.028822,23.577002,26.27863,18.689623,bert_uncased_L-8_H-512_A-8
62,0.0065426001250362,0.997815401419989,19.803186,19.658558,17.907019,17.893112,16.813686,21.929998,23.469524,26.38905,18.675627,bert_uncased_L-8_H-512_A-8
63,0.002559260283964,0.9994538503549972,19.799658,19.654224,17.90208,17.858679,16.75836,21.896114,23.466888,26.275171,18.7168,bert_uncased_L-8_H-512_A-8
64,0.0082123363659244,0.997451301656654,19.793087,19.651043,17.89725,17.858488,16.782446,21.941423,23.516094,26.227549,18.68673,bert_uncased_L-8_H-512_A-8
65,0.0146102352619884,0.9954487529583106,19.789438,19.645613,17.891075,17.824501,16.723137,21.903122,23.415552,26.346088,18.609095,bert_uncased_L-8_H-512_A-8
66,0.005705900144058,0.9979974513016566,19.790903,19.651209,17.881905,17.800018,16.679562,21.901005,23.499422,26.283472,18.660276,bert_uncased_L-8_H-512_A-8
67,0.0070104406046667,0.9983615510649918,19.790415,19.647043,17.904228,17.845491,16.773561,21.93135,23.562593,26.20938,18.675352,bert_uncased_L-8_H-512_A-8
68,0.0086060415981012,0.9972692517749864,19.793116,19.641556,17.877684,17.83096,16.77658,21.91665,23.50751,26.344763,18.648607,bert_uncased_L-8_H-512_A-8
69,0.008861149247781,0.9970872018933188,19.79879,19.643894,17.901358,17.854986,16.834759,21.927069,23.539812,26.281834,18.64943,bert_uncased_L-8_H-512_A-8
70,0.0026989217176658,0.9989077007099946,19.800669,19.645533,17.900282,17.86596,16.853397,21.942764,23.541924,26.24567,18.704863,bert_uncased_L-8_H-512_A-8
71,0.0048285786890833,0.9985436009466594,19.79868,19.636051,17.893988,17.847475,16.856533,21.95863,23.572104,26.254795,18.733774,bert_uncased_L-8_H-512_A-8
72,0.0051352393498243,0.9985436009466594,19.796877,19.642,17.908987,17.883986,16.824326,21.952099,23.542877,26.324268,18.712202,bert_uncased_L-8_H-512_A-8
73,0.0141750425454892,0.9961769524849808,19.791014,19.63892,17.898201,17.86857,16.800194,21.910591,23.521494,26.31167,18.681614,bert_uncased_L-8_H-512_A-8
74,0.0081723552658407,0.9981795011833242,19.787708,19.63836,17.878061,17.854094,16.795832,21.869495,23.511929,26.340246,18.65835,bert_uncased_L-8_H-512_A-8
75,0.0050989260260645,0.997815401419989,19.788204,19.639505,17.922346,17.92619,16.915129,21.956612,23.619614,26.195656,18.682262,bert_uncased_L-8_H-512_A-8
76,0.0080712592567408,0.997451301656654,19.78746,19.633139,17.923725,17.912037,16.857141,21.944304,23.62171,26.257925,18.710302,bert_uncased_L-8_H-512_A-8
77,0.0029794323785613,0.9989077007099946,19.786617,19.635386,17.919846,17.891886,16.856173,21.942966,23.626568,26.145182,18.70436,bert_uncased_L-8_H-512_A-8
78,0.0047727650971671,0.9985436009466594,19.785526,19.629074,17.918331,17.890718,16.889168,21.960375,23.61854,26.172113,18.690203,bert_uncased_L-8_H-512_A-8
79,0.0048399166664758,0.9985436009466594,19.785128,19.631468,17.934835,17.892485,16.890423,21.979465,23.675339,26.106056,18.736927,bert_uncased_L-8_H-512_A-8
80,0.0064045869072879,0.9976333515383216,19.785765,19.630274,17.896042,17.859867,16.878807,22.01756,23.66136,26.207283,18.690344,bert_uncased_L-8_H-512_A-8
81,0.0058198976848849,0.9981795011833242,19.784298,19.631643,17.896091,17.864775,16.861673,21.967533,23.645012,26.137625,18.714373,bert_uncased_L-8_H-512_A-8
82,0.0018625584663913,0.9996359002366648,19.780907,19.627317,17.890024,17.871094,16.891665,22.022974,23.692312,26.10907,18.71137,bert_uncased_L-8_H-512_A-8
83,0.0085350201773998,0.9981795011833242,19.781387,19.618298,17.902876,17.88003,16.876892,21.984652,23.61204,26.18456,18.698446,bert_uncased_L-8_H-512_A-8
84,0.0059622705740689,0.9989077007099946,19.78027,19.61647,17.888245,17.857237,16.859495,21.986217,23.619814,26.147161,18.689507,bert_uncased_L-8_H-512_A-8
85,0.0063810833815552,0.9981795011833242,19.780622,19.61243,17.871119,17.846317,16.890562,22.05483,23.697784,26.0965,18.665356,bert_uncased_L-8_H-512_A-8
86,0.0088451762801302,0.9967231021299836,19.78041,19.610384,17.860922,17.835556,16.806986,22.018793,23.622696,26.19079,18.692223,bert_uncased_L-8_H-512_A-8
87,0.0043848784743833,0.9989077007099946,19.780754,19.609032,17.864506,17.825247,16.731468,21.911005,23.563297,26.19972,18.691488,bert_uncased_L-8_H-512_A-8
88,0.005754577981165,0.9981795011833242,19.783722,19.613104,17.877737,17.84867,16.802994,22.012386,23.602705,26.135271,18.683313,bert_uncased_L-8_H-512_A-8
89,0.0028892267363115,0.9994538503549972,19.78355,19.611248,17.876402,17.855637,16.788656,21.99606,23.610022,26.10123,18.693344,bert_uncased_L-8_H-512_A-8
90,0.0057722120426856,0.9983615510649918,19.781397,19.61057,17.871927,17.82353,16.734676,21.978195,23.5933,26.149782,18.732538,bert_uncased_L-8_H-512_A-8
91,0.0052246176770008,0.998725650828327,19.781258,19.605637,17.870396,17.82387,16.725351,21.97298,23.582449,26.20559,18.71449,bert_uncased_L-8_H-512_A-8
92,0.0029168417863096,0.9985436009466594,19.778847,19.611341,17.906336,17.878685,16.800272,21.9956,23.597103,26.11333,18.720695,bert_uncased_L-8_H-512_A-8
93,0.0021543739689378,0.9994538503549972,19.779896,19.608047,17.896738,17.870335,16.778273,21.983807,23.579498,26.123077,18.70426,bert_uncased_L-8_H-512_A-8
94,0.0015844071856174,0.9994538503549972,19.779186,19.606781,17.901388,17.894567,16.835314,22.02475,23.611517,26.065546,18.717064,bert_uncased_L-8_H-512_A-8
95,0.0002294620266152,1.0,19.778181,19.605917,17.901857,17.894253,16.837353,22.028193,23.613823,26.052698,18.720554,bert_uncased_L-8_H-512_A-8
96,0.0020309492305156,0.9994538503549972,19.776709,19.606508,17.8933,17.872236,16.824045,22.015015,23.618196,26.087948,18.738949,bert_uncased_L-8_H-512_A-8
97,0.0059134191628602,0.9981795011833242,19.774866,19.61284,17.888422,17.89236,16.820988,21.971912,23.572298,26.12867,18.725523,bert_uncased_L-8_H-512_A-8
98,0.004547529462396,0.9983615510649918,19.773436,19.605387,17.884037,17.90437,16.831625,21.95336,23.563162,26.134695,18.718306,bert_uncased_L-8_H-512_A-8
99,0.004897352611217,0.9985436009466594,19.772451,19.609571,17.862246,17.876883,16.753378,21.933731,23.589725,26.132553,18.698946,bert_uncased_L-8_H-512_A-8
100,0.0055259064481089,0.9981795011833242,19.774044,19.603142,17.858372,17.892305,16.751396,21.994127,23.612991,26.23753,18.692108,bert_uncased_L-8_H-512_A-8
101,0.0030576863941948,0.9989077007099946,19.77329,19.596544,17.844284,17.88098,16.72655,21.940922,23.560966,26.28129,18.689186,bert_uncased_L-8_H-512_A-8
102,0.0031840897768506,0.9989077007099946,19.77234,19.593227,17.848768,17.89111,16.793774,22.00181,23.583345,26.216063,18.71415,bert_uncased_L-8_H-512_A-8
103,0.0008298448040678,0.9996359002366648,19.770649,19.59444,17.846155,17.875433,16.745892,21.956816,23.552977,26.178947,18.723547,bert_uncased_L-8_H-512_A-8
104,0.004619258930337,0.998725650828327,19.769983,19.589241,17.867023,17.899912,16.861994,22.08825,23.628746,26.126316,18.712698,bert_uncased_L-8_H-512_A-8
105,0.0019430305586161,0.9990897505916622,19.769882,19.590084,17.850182,17.89566,16.84051,22.062067,23.620295,26.050777,18.724726,bert_uncased_L-8_H-512_A-8
106,0.0005092807664715,0.9998179501183324,19.768066,19.587116,17.841341,17.885555,16.83609,22.07194,23.649271,26.026608,18.722496,bert_uncased_L-8_H-512_A-8
107,0.001632924366119,0.9996359002366648,19.7666,19.585566,17.852337,17.90514,16.853703,22.068487,23.629553,26.028797,18.719204,bert_uncased_L-8_H-512_A-8
108,0.0018005344790017,0.9994538503549972,19.76664,19.58346,17.8653,17.918999,16.870213,22.08485,23.651024,25.99379,18.72108,bert_uncased_L-8_H-512_A-8
109,0.0044933764435802,0.9992718004733296,19.76758,19.582968,17.855768,17.936808,16.886225,22.084303,23.653578,26.047558,18.696955,bert_uncased_L-8_H-512_A-8
110,0.0010323357830342,0.9998179501183324,19.767227,19.576374,17.841074,17.912971,16.858429,22.042883,23.636534,26.010466,18.718836,bert_uncased_L-8_H-512_A-8
111,0.0038977829580151,0.9990897505916622,19.766573,19.577644,17.854126,17.954447,16.915335,22.093998,23.62398,26.094763,18.73335,bert_uncased_L-8_H-512_A-8
112,0.0040900163276532,0.998725650828327,19.76723,19.571766,17.846354,17.897835,16.83827,22.021662,23.611568,26.155468,18.741493,bert_uncased_L-8_H-512_A-8
113,0.0048499754995284,0.998725650828327,19.766123,19.579414,17.85894,17.907368,16.870415,22.050032,23.612068,26.134686,18.689075,bert_uncased_L-8_H-512_A-8
114,0.0020850939249245,0.9994538503549972,19.763554,19.5772,17.84465,17.883064,16.866896,22.050505,23.578178,26.134,18.695639,bert_uncased_L-8_H-512_A-8
115,0.0013141063027181,0.9994538503549972,19.765654,19.577065,17.842522,17.876919,16.83643,22.042753,23.590244,26.119528,18.704365,bert_uncased_L-8_H-512_A-8
116,0.0023548189582913,0.9992718004733296,19.763145,19.582306,17.855104,17.889246,16.868706,22.073235,23.60181,26.131372,18.687597,bert_uncased_L-8_H-512_A-8
117,0.0006445501866822,1.0,19.762697,19.58109,17.864298,17.909245,16.911915,22.108656,23.674803,26.031372,18.706734,bert_uncased_L-8_H-512_A-8
118,0.000192294380658,1.0,19.762352,19.58022,17.857988,17.901949,16.890331,22.085129,23.66591,26.000984,18.712511,bert_uncased_L-8_H-512_A-8
119,0.0001973810167058,1.0,19.76077,19.578894,17.856983,17.900103,16.890326,22.081219,23.673584,25.981544,18.71242,bert_uncased_L-8_H-512_A-8
120,8.725037070289697e-05,1.0,19.760258,19.578457,17.857264,17.90013,16.890339,22.081518,23.673208,25.97554,18.71225,bert_uncased_L-8_H-512_A-8
121,0.0001078322547091,1.0,19.759762,19.579716,17.859137,17.901045,16.885635,22.07931,23.67826,25.966215,18.710299,bert_uncased_L-8_H-512_A-8
122,0.0001839991555463,1.0,19.75893,19.578949,17.857632,17.899944,16.887428,22.087769,23.672909,25.961676,18.709282,bert_uncased_L-8_H-512_A-8
123,0.0035839799573351,0.9990897505916622,19.756838,19.587215,17.887398,17.930292,16.94986,22.137625,23.708447,26.007833,18.68397,bert_uncased_L-8_H-512_A-8
124,0.002862999706271,0.9985436009466594,19.756227,19.589764,17.899178,17.940277,16.920479,22.133917,23.70518,26.000546,18.710123,bert_uncased_L-8_H-512_A-8
125,0.0019951619114512,0.9992718004733296,19.758448,19.581644,17.886421,17.947945,16.98162,22.208378,23.766918,25.956055,18.726059,bert_uncased_L-8_H-512_A-8
126,0.0017693145138831,0.9996359002366648,19.757435,19.584856,17.876272,17.93081,16.958029,22.202478,23.773386,25.914669,18.718317,bert_uncased_L-8_H-512_A-8
127,0.0004588961775612,0.9998179501183324,19.754019,19.5854,17.888355,17.928717,16.959694,22.212378,23.762743,25.905909,18.7224,bert_uncased_L-8_H-512_A-8
128,0.0046623827887633,0.9985436009466594,19.753761,19.584084,17.891785,17.937164,16.988209,22.187532,23.744057,25.932266,18.735548,bert_uncased_L-8_H-512_A-8
129,0.0052715429202613,0.9989077007099946,19.751577,19.580038,17.881413,17.923811,16.982473,22.204374,23.741844,25.99473,18.734015,bert_uncased_L-8_H-512_A-8
130,0.0015642016373516,0.9994538503549972,19.750835,19.58144,17.88119,17.912886,16.985651,22.22024,23.751204,26.008081,18.731215,bert_uncased_L-8_H-512_A-8
131,0.0022977177614673,0.9996359002366648,19.75132,19.579134,17.878359,17.922579,17.00554,22.232166,23.76563,25.983189,18.717459,bert_uncased_L-8_H-512_A-8
132,0.0022213396538669,0.9992718004733296,19.75304,19.576086,17.874472,17.899508,16.945015,22.137869,23.709326,25.98867,18.728905,bert_uncased_L-8_H-512_A-8
133,0.0006391346371371,0.9996359002366648,19.752783,19.573671,17.871777,17.901178,16.938162,22.13776,23.717249,25.983679,18.717836,bert_uncased_L-8_H-512_A-8
134,0.0011062667721853,0.9994538503549972,19.753298,19.579838,17.869902,17.899979,16.910004,22.075329,23.694838,25.982471,18.723158,bert_uncased_L-8_H-512_A-8
135,0.0003249777910678,0.9998179501183324,19.75199,19.57819,17.863499,17.879839,16.884996,22.073471,23.714283,25.974089,18.71178,bert_uncased_L-8_H-512_A-8
136,0.0010006490023889,0.9994538503549972,19.752815,19.581192,17.863338,17.888277,16.889172,22.073177,23.735094,25.93456,18.71603,bert_uncased_L-8_H-512_A-8
137,0.0004695075118262,0.9998179501183324,19.751806,19.579458,17.865505,17.892746,16.917027,22.079788,23.733677,25.905863,18.71949,bert_uncased_L-8_H-512_A-8
138,0.0022321139100025,0.9992718004733296,19.748158,19.577717,17.870085,17.881466,16.882679,22.089773,23.736898,25.957762,18.717909,bert_uncased_L-8_H-512_A-8
139,9.416609392569129e-05,1.0,19.7477,19.577026,17.870468,17.881199,16.88248,22.09057,23.73512,25.948118,18.72032,bert_uncased_L-8_H-512_A-8
140,7.95364906619492e-05,1.0,19.74719,19.576391,17.869394,17.88051,16.882326,22.085464,23.73133,25.93903,18.721445,bert_uncased_L-8_H-512_A-8
141,0.0014285903253672,0.9992718004733296,19.748648,19.572132,17.860435,17.882956,16.856575,22.07349,23.733162,25.942202,18.726645,bert_uncased_L-8_H-512_A-8
142,0.0010867969267449,0.9998179501183324,19.748056,19.574163,17.856558,17.886087,16.869053,22.073055,23.731884,25.953457,18.723185,bert_uncased_L-8_H-512_A-8
143,0.0014960326728501,0.9992718004733296,19.748877,19.578806,17.853859,17.877619,16.832655,22.012356,23.663889,25.948084,18.716879,bert_uncased_L-8_H-512_A-8
144,0.0024900009805329,0.9992718004733296,19.748566,19.576109,17.868343,17.892954,16.872034,22.071453,23.687017,25.958931,18.727081,bert_uncased_L-8_H-512_A-8
145,0.0003230198969244,1.0,19.748056,19.576313,17.862345,17.881851,16.861652,22.061264,23.670876,25.951899,18.730373,bert_uncased_L-8_H-512_A-8
146,0.0016378750334056,0.9994538503549972,19.745955,19.57564,17.8586,17.872833,16.87416,22.06389,23.65358,25.958038,18.734406,bert_uncased_L-8_H-512_A-8
147,0.0003183447023397,1.0,19.745716,19.572891,17.85456,17.874779,16.86203,22.05351,23.661243,25.933332,18.729948,bert_uncased_L-8_H-512_A-8
148,0.0004383656673743,0.9998179501183324,19.746063,19.574127,17.849195,17.869114,16.84187,22.020805,23.659222,25.923311,18.729216,bert_uncased_L-8_H-512_A-8
149,0.0009791041276721,0.9996359002366648,19.746931,19.57391,17.857693,17.876919,16.84402,22.04622,23.669468,25.964384,18.707798,bert_uncased_L-8_H-512_A-8
150,0.0001105348746833,1.0,19.74606,19.573053,17.858204,17.87707,16.850073,22.049038,23.667656,25.955568,18.711752,bert_uncased_L-8_H-512_A-8
151,0.0012243792256081,0.9996359002366648,19.745716,19.57629,17.854664,17.881966,16.848232,22.028423,23.613447,25.992601,18.709133,bert_uncased_L-8_H-512_A-8
152,5.806444582105117e-05,1.0,19.745228,19.5757,17.853895,17.88129,16.84801,22.029915,23.61714,25.98705,18.70869,bert_uncased_L-8_H-512_A-8
153,0.0005938934794473,0.9996359002366648,19.74428,19.57483,17.85166,17.88354,16.876106,22.054848,23.627378,25.978054,18.70358,bert_uncased_L-8_H-512_A-8
154,5.192097453959786e-05,1.0,19.743797,19.574337,17.851225,17.882914,16.876022,22.054796,23.62759,25.975111,18.704754,bert_uncased_L-8_H-512_A-8
155,9.2682256121913e-05,1.0,19.743162,19.573221,17.852201,17.884876,16.88325,22.057835,23.626059,25.967499,18.707071,bert_uncased_L-8_H-512_A-8
156,4.741423338725071e-05,1.0,19.742668,19.572596,17.851845,17.884584,16.883375,22.058071,23.62807,25.961645,18.7072,bert_uncased_L-8_H-512_A-8
157,0.0011845397385975,0.9992718004733296,19.741554,19.573648,17.855503,17.885298,16.890413,22.06579,23.65495,25.951193,18.704296,bert_uncased_L-8_H-512_A-8
158,0.0012054373081704,0.9996359002366648,19.74204,19.572203,17.841198,17.858175,16.834425,22.01017,23.58977,26.00158,18.68446,bert_uncased_L-8_H-512_A-8
159,0.0007293627475374,0.9996359002366648,19.74109,19.567825,17.841558,17.860273,16.825367,22.011423,23.601952,25.98897,18.684301,bert_uncased_L-8_H-512_A-8
160,0.0001399428326393,1.0,19.740604,19.56723,17.84241,17.861637,16.823473,22.007301,23.60896,25.973522,18.684885,bert_uncased_L-8_H-512_A-8
161,0.002047633061895,0.9994538503549972,19.739403,19.567228,17.84457,17.85247,16.821842,22.029331,23.610256,26.006031,18.67819,bert_uncased_L-8_H-512_A-8
162,0.0001823335547631,1.0,19.73912,19.56601,17.840277,17.845053,16.800322,22.002285,23.59902,25.99957,18.683157,bert_uncased_L-8_H-512_A-8
163,5.975798643448142e-05,1.0,19.73863,19.565609,17.839832,17.844116,16.799667,22.003391,23.600367,25.998205,18.683706,bert_uncased_L-8_H-512_A-8
164,0.0001275767429711,1.0,19.738401,19.564165,17.83783,17.842701,16.786245,21.98807,23.60213,25.977724,18.68896,bert_uncased_L-8_H-512_A-8
165,0.0001284338531395,1.0,19.738169,19.564693,17.838161,17.845882,16.808617,22.016394,23.615932,25.987091,18.689037,bert_uncased_L-8_H-512_A-8
