epoch,loss,accuracy,emb,L1,L2,L3,L4,model
0,0.0,0.0,18.058996271204062,15.792782818829572,16.48461447821723,20.336477491590717,18.34545531096282,bert_uncased_L-4_H-512_A-8
1,1.0845411000428375,0.4074074074074074,18.058994010642724,15.79264845671477,16.482697946053964,20.335632889359086,18.34328390050817,bert_uncased_L-4_H-512_A-8
2,1.0851232475704615,0.3333333333333333,18.05899810791016,15.792503356933594,16.482344450774015,20.33645601625796,18.340867501718023,bert_uncased_L-4_H-512_A-8
3,1.0722759167353313,0.3888888888888889,18.059005737304688,15.792248054786963,16.479539941858363,20.34060640688296,18.33656141493056,bert_uncased_L-4_H-512_A-8
4,1.0815591856285378,0.4074074074074074,18.05902466950593,15.791336624710649,16.466848585340713,20.337576548258465,18.326364870424623,bert_uncased_L-4_H-512_A-8
5,1.0879721244176228,0.3703703703703703,18.059051513671875,15.790014337610316,16.45706049601237,20.33298167475948,18.314032943160445,bert_uncased_L-4_H-512_A-8
6,1.0642337379632172,0.5,18.05909361662688,15.78873966358326,16.45123940927011,20.335715823703342,18.29988267686632,bert_uncased_L-4_H-512_A-8
7,1.0802984281822487,0.4259259259259259,18.05918107209382,15.787400987413196,16.44676787764938,20.338853624131943,18.287339245831525,bert_uncased_L-4_H-512_A-8
8,1.049798470956308,0.4629629629629629,18.0592936763057,15.78602953310366,16.44575740672924,20.33911683824327,18.27790705362956,bert_uncased_L-4_H-512_A-8
9,1.0214012640493888,0.5925925925925926,18.05935471146195,15.785001260262948,16.443907561125577,20.33536501283999,18.26999254579897,bert_uncased_L-4_H-512_A-8
10,1.0038091253351282,0.6481481481481481,18.059303283691406,15.782734058521411,16.42834543298792,20.323983369050204,18.263020126907914,bert_uncased_L-4_H-512_A-8
11,0.9764269921514724,0.7037037037037037,18.059108875415944,15.780430405228229,16.3984129163954,20.32676767419886,18.25713758115415,bert_uncased_L-4_H-512_A-8
12,0.9654349397729944,0.7222222222222222,18.05895233154297,15.778151052969474,16.371382112856264,20.34942556310583,18.255930300112123,bert_uncased_L-4_H-512_A-8
13,0.9364895754390292,0.7777777777777778,18.058807373046875,15.775256404170284,16.346195503517432,20.36589022035952,18.23535410563151,bert_uncased_L-4_H-512_A-8
14,0.9329016826770924,0.8148148148148148,18.058731220386647,15.772733193856698,16.320618240921586,20.38203854031033,18.22337270666052,bert_uncased_L-4_H-512_A-8
15,0.890546719233195,0.7962962962962963,18.058633733678747,15.769841512044271,16.29931273283782,20.389880145037612,18.225974754050927,bert_uncased_L-4_H-512_A-8
16,0.8621048927307129,0.8333333333333334,18.058620594165944,15.76665030585395,16.276177865487558,20.38230542783384,18.231772811324507,bert_uncased_L-4_H-512_A-8
