epoch,loss,accuracy,emb,L1,L2,model
0,0.0,0.0,12.57886604026512,9.392210925066912,12.458281905562789,bert_uncased_L-2_H-128_A-2
1,1.0977428533412792,0.3333333333333333,12.578861236572266,9.392253310592086,12.458436330159506,bert_uncased_L-2_H-128_A-2
2,1.0940832915129486,0.3148148148148148,12.578878473352503,9.3923989755136,12.45896925749602,bert_uncased_L-2_H-128_A-2
3,1.0956067155908655,0.4074074074074074,12.578944170916522,9.392916714703595,12.459569860387733,bert_uncased_L-2_H-128_A-2
4,1.0814214415020411,0.4074074074074074,12.578980481183088,9.393350671838832,12.459609420211226,bert_uncased_L-2_H-128_A-2
5,1.0882111611189669,0.3888888888888889,12.57897369949906,9.39390027081525,12.459660000271269,bert_uncased_L-2_H-128_A-2
6,1.0938194857703314,0.2962962962962963,12.578913653338397,9.394552584047672,12.460616500289351,bert_uncased_L-2_H-128_A-2
7,1.0960412776028667,0.3703703703703703,12.57888412475586,9.395019107394749,12.460681491427952,bert_uncased_L-2_H-128_A-2
8,1.08824117536898,0.4259259259259259,12.578866887975622,9.395650651719835,12.460698728208188,bert_uncased_L-2_H-128_A-2
9,1.0942629045910306,0.3518518518518518,12.578976666485822,9.396029719599971,12.462046870478876,bert_uncased_L-2_H-128_A-2
10,1.073296171647531,0.5370370370370371,12.579176867449725,9.396733884458188,12.46259265475803,bert_uncased_L-2_H-128_A-2
11,1.0965555376476712,0.3148148148148148,12.579348528826678,9.397179356327763,12.463814629448784,bert_uncased_L-2_H-128_A-2
12,1.092737074251528,0.4259259259259259,12.579519342493128,9.397597984031394,12.464749936704282,bert_uncased_L-2_H-128_A-2
13,1.0882574849658542,0.4074074074074074,12.57985206886574,9.397243217185691,12.464659372965494,bert_uncased_L-2_H-128_A-2
14,1.0898808682406391,0.4074074074074074,12.580195391619649,9.39728871098271,12.463616689046225,bert_uncased_L-2_H-128_A-2
15,1.0920878648757937,0.4629629629629629,12.580639874493636,9.39710553487142,12.465878521954572,bert_uncased_L-2_H-128_A-2
16,1.0915299742310136,0.4074074074074074,12.580954516375506,9.397455992522064,12.467532829002096,bert_uncased_L-2_H-128_A-2
17,1.077075022238272,0.4629629629629629,12.581130981445312,9.39744581999602,12.46761307892976,bert_uncased_L-2_H-128_A-2
18,1.0855158567428589,0.3888888888888889,12.581392217565464,9.397529955263492,12.465218155472368,bert_uncased_L-2_H-128_A-2
19,1.0794386157283076,0.4074074074074074,12.58166320235641,9.396548942283347,12.4645021226671,bert_uncased_L-2_H-128_A-2
20,1.0795124195240162,0.4629629629629629,12.581994939733434,9.395027301929614,12.466905805799696,bert_uncased_L-2_H-128_A-2
21,1.076322038968404,0.4074074074074074,12.58229163840965,9.392683099817347,12.469593048095703,bert_uncased_L-2_H-128_A-2
22,1.0607875011585377,0.5555555555555556,12.582432640923392,9.390694088406033,12.471225879810474,bert_uncased_L-2_H-128_A-2
23,1.0720126937936854,0.4444444444444444,12.58254340842918,9.38835511384187,12.471557899757668,bert_uncased_L-2_H-128_A-2
24,1.07594629128774,0.4444444444444444,12.582435466625071,9.385464421025029,12.472237481011284,bert_uncased_L-2_H-128_A-2
25,1.062606074191906,0.5370370370370371,12.582367932354964,9.38254017300076,12.472605952510127,bert_uncased_L-2_H-128_A-2
26,1.064040643197519,0.4814814814814814,12.582408905029297,9.381783026236077,12.470455310962818,bert_uncased_L-2_H-128_A-2
27,1.0707868425934404,0.5370370370370371,12.582511901855469,9.38037293045609,12.466222974989147,bert_uncased_L-2_H-128_A-2
28,1.0656976125858448,0.4629629629629629,12.582536626745153,9.37895534656666,12.463147905137804,bert_uncased_L-2_H-128_A-2
29,1.067642366444623,0.4814814814814814,12.58260543258102,9.376388408519604,12.459417837637442,bert_uncased_L-2_H-128_A-2
30,1.085055633827492,0.4259259259259259,12.582430804217305,9.374756000660083,12.458082128454135,bert_uncased_L-2_H-128_A-2
31,1.0600244910628709,0.5,12.582506109167028,9.372631496853298,12.458685557047524,bert_uncased_L-2_H-128_A-2
32,1.0484992221549705,0.5370370370370371,12.58276183516891,9.37079648618345,12.455190870496962,bert_uncased_L-2_H-128_A-2
33,1.0533310439851549,0.5185185185185185,12.582929681848595,9.371135429099754,12.446323959915729,bert_uncased_L-2_H-128_A-2
34,1.044844839307997,0.5370370370370371,12.583107983624494,9.36980007312916,12.438131403040003,bert_uncased_L-2_H-128_A-2
35,1.0406665051424946,0.5555555555555556,12.583211969446252,9.368075335467305,12.430742617006656,bert_uncased_L-2_H-128_A-2
36,1.043332232369317,0.5740740740740741,12.583220446551287,9.364390408551252,12.426058451334637,bert_uncased_L-2_H-128_A-2
37,1.0347870235089902,0.6481481481481481,12.583321465386284,9.362994723849829,12.414872487386068,bert_uncased_L-2_H-128_A-2
38,1.0329019625981648,0.5555555555555556,12.582998346399378,9.360421781186703,12.40687123051396,bert_uncased_L-2_H-128_A-2
39,1.0378035571840074,0.6666666666666666,12.582531964337385,9.35831098203306,12.400017491093388,bert_uncased_L-2_H-128_A-2
40,1.0351973683745772,0.5740740740740741,12.582035064697266,9.356957682856809,12.388393684669778,bert_uncased_L-2_H-128_A-2
41,1.0341417568701283,0.5740740740740741,12.581623077392578,9.35585989775481,12.377246432834202,bert_uncased_L-2_H-128_A-2
42,1.0267964469061956,0.6666666666666666,12.581449579309536,9.354820039537218,12.36619581999602,bert_uncased_L-2_H-128_A-2
43,1.0158048294208668,0.6296296296296297,12.581224370885778,9.353868696424696,12.35851188942238,bert_uncased_L-2_H-128_A-2
44,1.01565127019529,0.6296296296296297,12.581169128417969,9.353143903944227,12.350089461715132,bert_uncased_L-2_H-128_A-2
45,1.021941394717605,0.6296296296296297,12.580989837646484,9.35276405899613,12.337921566433376,bert_uncased_L-2_H-128_A-2
46,1.015859321311668,0.6111111111111112,12.580971753155744,9.351965303774234,12.326576515480324,bert_uncased_L-2_H-128_A-2
